zone_id,node_id,lon,lat,bc,tier,degree,is_master,is_art_pt
Zone_DH331,3919400963,90.3289185,23.7867604,0.04666794,3,3,0,0
Zone_DH331,12091451399,90.3412337,23.7905085,0.0,4,1,0,0
Zone_DH331,10880198667,90.3404023,23.7967932,0.00282087,4,3,0,1
Zone_DH331,5834211340,90.3404011,23.7936048,0.08724789,3,3,0,0
Zone_DH331,4426768399,90.3454742,23.7901957,0.01404859,4,3,0,1
Zone_DH331,4425416723,90.3482132,23.7938392,0.0396556,4,3,0,0
Zone_DH331,4426768405,90.3455218,23.7903698,0.01516021,4,3,0,0
Zone_DH331,10880198682,90.3374364,23.7834509,0.09027197,3,4,0,0
Zone_DH331,11332620317,90.342301,23.794105,0.0,4,1,0,0
Zone_DH331,12091451429,90.3395869,23.7893585,0.0,4,1,0,0
Zone_DH331,4426768433,90.3456085,23.7907967,0.00284478,4,3,0,1
Zone_DH331,11411654711,90.349184,23.7962049,0.03559561,4,3,0,0
Zone_DH331,11411654712,90.3502837,23.7968703,0.0,4,1,0,0
Zone_DH331,13274355769,90.3251442,23.7893742,0.0,4,2,0,0
Zone_DH331,4426768442,90.3456228,23.7909152,0.0,4,1,0,0
Zone_DH331,11411654715,90.3487747,23.7950443,0.05617046,3,3,0,0
Zone_DH331,11411654716,90.3479708,23.7953429,0.04693489,3,3,0,0
Zone_DH331,11411654717,90.3477252,23.7958762,0.0321253,4,3,0,0
Zone_DH331,11411654718,90.3465874,23.7979858,0.02683018,4,3,0,0
Zone_DH331,11411654719,90.3466504,23.7980373,0.02841991,4,3,0,0
Zone_DH331,4483571780,90.3414918,23.7893712,0.02895381,4,3,0,0
Zone_DH331,4483571781,90.3407563,23.7893928,0.00990493,4,3,0,0
Zone_DH331,13274355781,90.3283855,23.7867776,0.00501622,4,3,0,0
Zone_DH331,13274355782,90.3294999,23.7861383,0.00845465,4,3,0,0
Zone_DH331,4483571788,90.3414682,23.7895198,0.03928904,4,3,0,0
Zone_DH331,11411654735,90.3450124,23.8031941,0.0,4,1,0,0
Zone_DH331,11411654740,90.3454223,23.8023756,0.01402469,4,3,0,1
Zone_DH331,11411654741,90.3455752,23.8020472,0.01654276,4,3,0,0
Zone_DH331,4476125295,90.3465738,23.8016627,0.01124764,4,3,0,1
Zone_DH331,4586375282,90.3426009,23.7931015,0.0193716,4,3,0,0
Zone_DH331,3919401079,90.329672,23.7872596,0.00600432,4,3,0,0
Zone_DH331,12054347901,90.3464626,23.801624,0.00563776,4,3,0,1
Zone_DH331,12054347902,90.3465819,23.8013094,0.0,4,1,0,0
Zone_DH331,4476125312,90.3464253,23.8019903,0.01682564,4,3,0,1
Zone_DH331,11337853057,90.3447483,23.802476,0.0,4,1,0,0
Zone_DH331,4476125314,90.3463852,23.8019774,0.02785016,4,3,0,1
Zone_DH331,12054347905,90.3467402,23.7999578,0.0,4,1,0,0
Zone_DH331,3919401094,90.3297753,23.7875732,0.00297626,4,2,0,0
Zone_DH331,11337853062,90.3456268,23.8030716,0.0,4,1,0,0
Zone_DH331,3919401100,90.3493055,23.7879071,0.03290622,4,3,0,0
Zone_DH331,3919401105,90.3300298,23.7880397,0.00021515,4,2,0,0
Zone_DH331,3919401112,90.3487983,23.788581,0.0,4,1,0,0
Zone_DH331,4476125336,90.3448327,23.8021593,0.0,4,1,0,0
Zone_DH331,4476125339,90.3469817,23.8021873,0.0,4,1,0,0
Zone_DH331,3919401116,90.3488617,23.7890436,0.00882918,4,3,0,1
Zone_DH331,3919401122,90.3500009,23.7894861,0.02844382,4,3,0,1
Zone_DH331,4586385570,90.3423376,23.7910562,0.0,4,1,0,0
Zone_DH331,3919401124,90.3495641,23.7895192,0.03404572,4,3,0,0
Zone_DH331,3919401125,90.3492321,23.7895239,0.03656379,4,3,0,0
Zone_DH331,3919401126,90.3490482,23.7895216,0.00486481,4,3,0,0
Zone_DH331,4476125346,90.346262,23.8022836,0.00583698,4,4,0,1
Zone_DH331,4476125352,90.3453811,23.8023614,0.01124764,4,3,0,1
Zone_DH331,382021804,90.3485652,23.7892557,0.0,4,1,0,0
Zone_DH331,4476125357,90.3467661,23.8024558,0.0,4,1,0,0
Zone_DH331,4476125358,90.34617,23.8025096,0.00023906,4,2,0,0
Zone_DH331,382021807,90.3485544,23.7890571,0.03971935,4,4,0,1
Zone_DH331,3919401135,90.3488577,23.7899931,0.00513176,4,3,0,0
Zone_DH331,3919401136,90.3490483,23.7900085,0.00474528,4,3,0,0
Zone_DH331,3919401139,90.3492361,23.7900898,0.03444415,4,3,0,0
Zone_DH331,3919401140,90.3491108,23.7900843,0.04163579,4,3,0,0
Zone_DH331,4476125365,90.3452466,23.8026775,0.00563776,4,3,0,1
Zone_DH331,3919401144,90.349083,23.7903124,0.04144853,4,3,0,0
Zone_DH331,3919401145,90.3488453,23.7903306,0.0009881,4,3,0,0
Zone_DH331,3919401147,90.3486091,23.7903608,0.01309635,4,3,0,0
Zone_DH331,12054389842,90.3433278,23.7983333,0.04489095,3,3,0,0
Zone_DH331,3919401153,90.3500726,23.790625,0.00563776,4,3,0,1
Zone_DH331,4483492034,90.3441982,23.7944461,0.0,4,1,0,0
Zone_DH331,3919401156,90.348903,23.7907784,0.04435706,3,3,0,0
Zone_DH331,4483492035,90.344359,23.7944568,0.0,4,1,0,0
Zone_DH331,4483492037,90.3454096,23.794555,0.0,4,1,0,0
Zone_DH331,4483588293,90.341674,23.7895512,0.03030448,4,3,0,1
Zone_DH331,4483588298,90.3427534,23.7897478,0.1021292,2,3,0,0
Zone_DH331,13570521293,90.3380444,23.7814406,0.0156184,4,3,0,0
Zone_DH331,13570521294,90.3378014,23.7808201,0.0,4,1,0,0
Zone_DH331,4483492045,90.3448661,23.794877,0.00285275,4,3,0,1
Zone_DH331,4483492047,90.3453597,23.7949643,0.00841481,4,3,0,1
Zone_DH331,13570521296,90.3374058,23.7807771,0.0,4,1,0,0
Zone_DH331,13570521298,90.3375974,23.7813959,0.01640729,4,3,0,1
Zone_DH331,4483492051,90.3441656,23.7955693,0.00282087,4,3,0,1
Zone_DH331,4483492052,90.3448478,23.7955815,0.00844669,4,4,0,1
Zone_DH331,4483492053,90.345522,23.7955886,0.02513288,4,4,0,1
Zone_DH331,13570521299,90.3371242,23.7809023,0.0,4,1,0,0
Zone_DH331,379840740,90.3379323,23.7813067,0.01592121,4,3,0,1
Zone_DH331,379840744,90.3368168,23.7830415,0.03151969,4,3,0,0
Zone_DH331,4483588329,90.3419407,23.7902432,0.0,4,1,0,0
Zone_DH331,8572887279,90.3477095,23.7959105,0.03049174,4,3,0,0
Zone_DH331,382021881,90.3468179,23.7895459,0.01516818,4,3,0,0
Zone_DH331,4586375422,90.3404478,23.7922343,0.0,4,1,0,0
Zone_DH331,382021888,90.3453646,23.789532,0.03758775,4,3,0,0
Zone_DH331,382021891,90.3448433,23.7895497,0.03975521,4,4,0,1
Zone_DH331,12558369029,90.3369463,23.7839149,0.06843011,3,3,0,0
Zone_DH331,4586375431,90.3416815,23.7920659,0.04846087,3,3,0,1
Zone_DH331,3915886856,90.3392637,23.7872501,0.15252245,2,3,0,0
Zone_DH331,4586375435,90.3415537,23.79231,0.0,4,1,0,0
Zone_DH331,4586375436,90.3419298,23.792368,0.05133752,3,3,0,1
Zone_DH331,12558369054,90.3368201,23.7840995,0.06362905,3,3,0,0
Zone_DH331,9958549790,90.3332298,23.7842958,0.01133529,4,3,0,1
Zone_DH331,12558369063,90.3364692,23.7842682,0.04402238,4,3,0,0
