zone_id,node_id,lon,lat,bc,tier,degree,is_master,is_art_pt
Zone_DH507,6342518786,90.3746358,23.8060828,0.00250927,4,2,0,0
Zone_DH507,12026327778,90.3825902,23.8058311,0.0070569,4,3,0,1
Zone_DH507,11730063366,90.376487,23.8040341,0.0,4,1,0,0
Zone_DH507,6499092487,90.3745869,23.8045691,0.00511609,4,3,0,0
Zone_DH507,3403190280,90.3986127,23.7948285,0.0,4,1,0,0
Zone_DH507,4412035080,90.3781594,23.7935898,0.00175414,4,3,0,0
Zone_DH507,4412035079,90.3785673,23.7935724,0.0,4,1,0,0
Zone_DH507,4609355787,90.3751751,23.7973355,0.02416771,4,3,0,0
Zone_DH507,3403190284,90.397521,23.7933157,0.0,4,1,0,0
Zone_DH507,12465317900,90.3827177,23.8037576,0.0,4,1,0,0
Zone_DH507,373102617,90.3930922,23.7963099,0.05337246,3,4,0,0
Zone_DH507,3781840921,90.3768133,23.8037088,0.00171882,4,3,0,0
Zone_DH507,12026327783,90.3829806,23.8045453,0.0,4,1,0,0
Zone_DH507,386801695,90.3822533,23.7912462,0.0018315,4,3,0,0
Zone_DH507,12025264161,90.3767357,23.8063901,0.0,4,1,0,0
Zone_DH507,4609380390,90.375873,23.7996375,0.00908181,4,3,0,1
Zone_DH507,4609380391,90.3742928,23.8001418,0.0,4,1,0,0
Zone_DH507,4609380395,90.3740487,23.800755,0.00183318,4,2,0,1
Zone_DH507,4563284012,90.3754544,23.8098246,0.00488231,4,3,0,0
Zone_DH507,3711469613,90.3749808,23.8067097,0.067049,3,3,0,0
Zone_DH507,3711469612,90.3770772,23.8056535,0.09176666,3,4,0,0
Zone_DH507,3712340014,90.3768853,23.8083778,0.00804749,4,3,0,0
Zone_DH507,3712340015,90.3769903,23.8083301,0.00709222,4,3,0,0
Zone_DH507,3712340017,90.3777888,23.8095899,0.00382866,4,3,0,0
Zone_DH507,4417431602,90.3805703,23.7947489,0.02446371,4,3,0,1
Zone_DH507,4600940595,90.3846639,23.7946624,0.1138422,2,3,0,0
Zone_DH507,4563284013,90.3745863,23.8096283,0.00183991,4,3,0,1
Zone_DH507,12056987698,90.383976,23.8112781,0.0,4,1,0,0
Zone_DH507,12056987693,90.3855,23.8131393,0.0,4,1,0,0
Zone_DH507,3712301111,90.3755224,23.8075631,0.05838428,3,3,0,0
Zone_DH507,386801719,90.3800455,23.7917111,0.00843263,4,3,0,0
Zone_DH507,3712301112,90.3775887,23.8064798,0.0793784,3,3,0,0
Zone_DH507,4600940603,90.3847209,23.7937352,0.00995468,4,3,0,0
Zone_DH507,4563284031,90.3753846,23.8102428,0.00183318,4,2,0,1
Zone_DH507,4563284033,90.3752868,23.810602,0.0,4,1,0,0
Zone_DH507,12072095809,90.374541,23.8066361,0.0,4,1,0,0
Zone_DH507,4600940612,90.3859575,23.7967616,0.0,4,1,0,0
Zone_DH507,386781253,90.3746094,23.7975278,0.00515309,4,3,0,1
Zone_DH507,4600940613,90.3875392,23.79639,0.06496355,3,3,0,0
Zone_DH507,4417431622,90.3805799,23.7951826,0.0,4,1,0,0
Zone_DH507,4476395593,90.3884392,23.7908818,0.0064935,4,3,0,0
Zone_DH507,9983635530,90.3919825,23.8120294,0.00183318,4,3,0,1
Zone_DH507,4476395594,90.3880377,23.7908972,0.00242182,4,3,0,0
Zone_DH507,4600940617,90.3863814,23.7960671,0.0047175,4,3,0,1
Zone_DH507,12609735371,90.3774673,23.8110912,0.0,4,1,0,0
Zone_DH507,386781266,90.3772116,23.7968425,0.05137446,3,3,0,0
Zone_DH507,4476395603,90.3879645,23.7929457,0.08393781,3,3,0,0
Zone_DH507,3809362003,90.3767544,23.8081763,0.00863445,4,3,0,0
Zone_DH507,386744405,90.378532,23.8031885,0.41533481,1,4,1,0
Zone_DH507,4600940631,90.385634,23.7973674,0.0,4,1,0,0
Zone_DH507,4476395608,90.3880451,23.7937535,0.19813991,2,4,0,0
Zone_DH507,386744408,90.3802646,23.8057708,0.12045678,2,3,0,0
Zone_DH507,4600940635,90.3855221,23.7977024,0.0338533,3,3,0,1
Zone_DH507,386744412,90.3814168,23.8075594,0.14774258,2,3,0,0
Zone_DH507,6559236188,90.374532,23.8097871,0.0,4,1,0,0
Zone_DH507,3712084062,90.3794946,23.8092427,0.00366468,4,3,0,1
Zone_DH507,4600940639,90.3810709,23.7996046,0.03191584,3,3,0,1
Zone_DH507,4600940640,90.3806746,23.7990894,0.0,4,1,0,0
Zone_DH507,4600940636,90.3847344,23.7969701,0.00089136,4,2,0,0
Zone_DH507,4476395618,90.3874406,23.7971878,0.09939875,3,3,0,0
Zone_DH507,4600940637,90.380572,23.7993019,0.0,4,1,0,0
Zone_DH507,4476395620,90.3873501,23.7977317,0.10475029,3,3,0,0
Zone_DH507,4476395621,90.3873236,23.7980818,0.10023798,3,3,0,0
Zone_DH507,4600940644,90.3825762,23.7974623,0.01648853,4,3,0,1
Zone_DH507,4600940642,90.3823921,23.7978522,0.0,4,1,0,0
Zone_DH507,4600940645,90.3815095,23.7937892,0.0,4,1,0,0
Zone_DH507,4600940650,90.3810442,23.7934676,0.00420959,4,3,0,1
Zone_DH507,4600940653,90.3799817,23.7933163,0.01318881,4,3,0,0
Zone_DH507,4562950265,90.3847129,23.8112146,0.08935662,3,3,0,1
Zone_DH507,386826365,90.3949489,23.8027284,0.08194485,3,3,0,0
Zone_DH507,386826366,90.3940505,23.8030482,0.02696121,4,3,0,0
Zone_DH507,3712295039,90.377214,23.8058778,0.0872308,3,4,0,0
Zone_DH507,3712295040,90.3751304,23.8069521,0.06299414,3,3,0,0
Zone_DH507,9172074626,90.39594,23.7955248,0.01962344,4,3,0,1
Zone_DH507,4562950283,90.3858823,23.8127519,0.08785644,3,4,0,1
Zone_DH507,4601376926,90.3740286,23.7978148,0.0,4,1,0,0
Zone_DH507,4601376929,90.3741427,23.7973233,0.00183318,4,2,0,1
Zone_DH507,386787490,90.3766583,23.8095091,0.02801403,3,3,0,0
Zone_DH507,3797784743,90.3762773,23.8115689,4.036e-05,4,3,0,0
Zone_DH507,386787497,90.3788785,23.8085966,0.04351029,3,3,0,0
Zone_DH507,4561598635,90.3816475,23.8106234,0.0,4,1,0,0
Zone_DH507,4561598637,90.3834268,23.8105459,0.0,4,1,0,0
Zone_DH507,4561598641,90.3829014,23.8101361,0.00366468,4,3,0,1
Zone_DH507,4561598642,90.3817709,23.8100298,0.0,4,1,0,0
Zone_DH507,4561598643,90.3834827,23.8101953,0.0,4,1,0,0
Zone_DH507,4561598644,90.3827571,23.8095762,0.02039708,4,3,0,1
Zone_DH507,4561598646,90.3823648,23.810082,0.01040204,4,3,0,1
Zone_DH507,4561598647,90.3823352,23.810351,0.00763377,4,3,0,1
Zone_DH507,4412866744,90.389401,23.8115884,0.01765908,4,3,0,0
Zone_DH507,4948248763,90.3884198,23.8099785,0.00753454,4,3,0,1
Zone_DH507,386826440,90.3922408,23.7961881,0.08868894,3,3,0,0
Zone_DH507,4457633992,90.3953491,23.8050481,0.06873082,3,3,0,0
Zone_DH507,4457633999,90.3960389,23.8076607,0.03356234,3,3,0,0
Zone_DH507,386793682,90.3742203,23.7988412,0.00181468,4,2,0,0
Zone_DH507,386793683,90.3742228,23.7992045,0.00265559,4,2,0,0
Zone_DH507,386793685,90.3742358,23.7994978,0.00945854,4,3,0,1
Zone_DH507,386793689,90.3750606,23.7996944,0.03739688,3,3,0,0
Zone_DH507,4929876186,90.3966414,23.8070165,0.00558363,4,3,0,0
Zone_DH507,4929876187,90.3966962,23.8058924,0.00390686,4,3,0,0
Zone_DH507,9172074713,90.3964478,23.7978672,0.00590654,4,3,0,1
Zone_DH507,9172074714,90.3963474,23.7978838,0.00366468,4,3,0,1
Zone_DH507,9172074719,90.3959194,23.7979878,0.0,4,1,0,0
Zone_DH507,4929876197,90.3972574,23.8049317,0.00301382,4,3,0,0
