zone_id,node_id,lon,lat,bc,tier,degree,is_master,is_art_pt
Zone_DH271,2428930050,90.311012,23.8747165,0.22594323,2,3,0,0
Zone_DH271,2428930052,90.3110301,23.8752584,0.24160898,1,3,0,0
Zone_DH271,2428930059,90.310309,23.8785032,0.17613178,2,2,0,0
Zone_DH271,2428930068,90.3100879,23.8822873,0.26791242,1,4,1,0
Zone_DH271,2428930070,90.3104805,23.8833285,0.17236074,2,3,0,0
Zone_DH271,2428930071,90.3107979,23.8840984,0.19207895,2,3,0,0
Zone_DH271,9034260505,90.3204053,23.8791177,0.0,4,1,0,0
Zone_DH271,2428930074,90.3108764,23.8859842,0.20033395,2,3,0,0
Zone_DH271,5614977050,90.3050223,23.873782,0.0,4,1,0,0
Zone_DH271,5614977052,90.3054518,23.8736615,0.03296373,4,3,0,1
Zone_DH271,2428930077,90.3185673,23.8885101,0.1234686,3,3,0,0
Zone_DH271,5614977061,90.3070586,23.8744514,0.00891165,4,3,0,0
Zone_DH271,5614977063,90.3065872,23.8752411,0.10116133,3,4,0,0
Zone_DH271,5614977066,90.3070009,23.8747087,0.01677267,4,3,0,0
Zone_DH271,5614977069,90.3059951,23.8730455,0.01502786,4,3,0,0
Zone_DH271,5614997554,90.3073705,23.8714248,0.02814206,4,2,0,0
Zone_DH271,5614997560,90.3059809,23.8727962,0.0074295,4,3,0,0
Zone_DH271,5372960829,90.3046917,23.885904,0.03281364,4,3,0,0
Zone_DH271,5636909122,90.3217362,23.8932797,0.00611621,4,2,0,1
Zone_DH271,5614725197,90.3209824,23.8721589,0.03392056,4,3,0,1
Zone_DH271,5614725207,90.3186407,23.8706105,0.0,4,1,0,0
Zone_DH271,10608232579,90.3154945,23.882582,0.16594435,2,3,0,0
Zone_DH271,10608232594,90.3183756,23.8757804,0.1943866,2,3,0,0
Zone_DH271,5638893721,90.3046322,23.88064,0.04303859,4,3,0,0
Zone_DH271,5638893726,90.304771,23.8781392,0.0,4,1,0,0
Zone_DH271,5638893727,90.3047224,23.8790292,0.04403294,4,3,0,1
Zone_DH271,5372956832,90.3064463,23.8907794,0.01166957,4,3,0,0
Zone_DH271,5614741664,90.3206588,23.8729673,0.07452018,3,3,0,0
Zone_DH271,5638893743,90.3041693,23.8787675,0.0,4,2,0,0
Zone_DH271,5638893748,90.3038547,23.8805845,0.0,4,2,0,0
Zone_DH271,5638893765,90.3078983,23.8794982,0.06894805,3,3,0,1
Zone_DH271,5638893767,90.3065962,23.8793348,0.0649894,3,3,0,0
Zone_DH271,5783769290,90.3204033,23.8902999,0.0,4,1,0,0
Zone_DH271,5638893773,90.3056471,23.8816397,0.0,4,3,0,0
Zone_DH271,5783769298,90.3201961,23.8918254,0.00667905,4,3,0,1
Zone_DH271,5638893779,90.3073171,23.8820282,0.0089867,4,3,0,0
Zone_DH271,5638893782,90.3073048,23.8825127,0.04249451,4,3,0,0
Zone_DH271,5638893786,90.3052929,23.8822312,0.06677173,3,3,0,0
Zone_DH271,5638893787,90.3044978,23.8821723,0.04093732,4,2,0,0
Zone_DH271,5779050717,90.313592,23.8914072,0.04388285,4,3,0,0
Zone_DH271,5638893790,90.3062305,23.886441,0.0,4,1,0,0
Zone_DH271,5638893793,90.3039513,23.8835184,0.0106377,4,2,0,0
Zone_DH271,5638893794,90.3039076,23.8846322,0.00065665,4,2,0,0
Zone_DH271,5779050730,90.3132586,23.8894293,0.06028029,4,3,0,0
Zone_DH271,5779050738,90.3147009,23.8895765,0.00705428,4,3,0,0
Zone_DH271,5614958836,90.3078933,23.8733781,0.01427741,4,3,0,0
Zone_DH271,5614958838,90.3084021,23.8742561,0.00915555,4,3,0,0
Zone_DH271,5614958840,90.3077256,23.8743761,0.00277668,4,3,0,0
