zone_id,node_id,lon,lat,bc,tier,degree,is_master,is_art_pt
Zone_DH441,8991627264,90.3754125,23.829555,0.03871264,4,4,0,0
Zone_DH441,4396310528,90.3661555,23.8404545,0.09299278,3,3,0,0
Zone_DH441,4396310531,90.3661435,23.8407342,0.09524831,3,4,0,0
Zone_DH441,6354776069,90.3734005,23.8388025,0.01287964,4,3,0,0
Zone_DH441,6354776070,90.3746472,23.8386068,0.04477877,3,4,0,0
Zone_DH441,6354776071,90.3745106,23.8390533,0.01242384,4,3,0,0
Zone_DH441,4353507336,90.3552855,23.8318614,0.02194532,4,2,0,0
Zone_DH441,4353507340,90.3552595,23.8322175,0.02287702,4,2,0,0
Zone_DH441,4948520976,90.373735,23.8354155,0.0,4,1,0,0
Zone_DH441,4396310547,90.3678213,23.8430488,0.03703021,4,3,0,0
Zone_DH441,4396310548,90.3673324,23.8431118,0.03489533,4,3,0,0
Zone_DH441,6335492115,90.3730016,23.8354612,0.0,4,1,0,0
Zone_DH441,6359597078,90.3720532,23.8290988,0.03468084,4,3,0,0
Zone_DH441,476002327,90.3616464,23.8262671,0.00255046,4,3,0,0
Zone_DH441,6359597080,90.3733028,23.8293066,0.00627057,4,3,0,0
Zone_DH441,6359597081,90.3720883,23.8288982,0.02390927,4,3,0,0
Zone_DH441,4948520986,90.3708699,23.83396,0.01031913,4,3,0,1
Zone_DH441,476002331,90.3626481,23.8262871,0.00049937,4,3,0,0
Zone_DH441,6359597083,90.371611,23.8274888,0.01353987,4,3,0,0
Zone_DH441,476002333,90.3625985,23.8272958,0.00143777,4,3,0,0
Zone_DH441,6359597082,90.3733393,23.829104,0.01693489,4,3,0,0
Zone_DH441,4396310552,90.3678852,23.8434439,0.00412229,4,3,0,0
Zone_DH441,4396310554,90.3679495,23.8438743,0.00371341,4,3,0,0
Zone_DH441,4396310556,90.3680276,23.8443263,0.0113011,4,3,0,0
Zone_DH441,4396310562,90.3676916,23.8454354,0.01092239,4,3,0,0
