zone_id,node_count,edge_count,density,transitivity,avg_clustering_coef,avg_degree,n_scc,n_wcc,gscc_pct,gwcc_pct,wcc_fragmentation,orientation_entropy,path_length_p90,path_length_p90_norm,mean_in_degree_centrality,mean_out_degree_centrality,hub_dominance_ratio,mean_closeness_centrality,mean_betweenness_centrality,betweenness_gini,mean_katz_centrality,mean_pagerank,mean_local_clustering,mean_strength_norm,global_efficiency,local_efficiency
Zone_DH135,456,1216,0.005861,0.0251,0.0205,5.3333,9,9,96.49,96.49,0.0197,3.4849,25.0,1.1707,0.006202,0.006202,1.4691,0.066062,0.033118,0.6529,0.047486,0.002273,0.0212,0.0062,0.091837,0.021212
Zone_DH136,761,2137,0.003695,0.026,0.0238,5.6163,8,2,94.48,99.87,0.0026,3.4213,29.0,1.0512,0.003705,0.003705,1.7782,0.05195,0.019389,0.6713,0.036154,0.001316,0.0238,0.0037,0.077475,0.024254
Zone_DH137,828,2293,0.003349,0.036,0.0333,5.5386,9,5,82.61,95.77,0.006,3.5204,27.0,0.9383,0.003528,0.003528,1.7893,0.046964,0.014628,0.6629,0.0354,0.001261,0.0335,0.0035,0.075234,0.034384
Zone_DH138,625,1711,0.004387,0.042,0.0371,5.4752,8,2,81.92,83.04,0.0032,3.5098,26.0,1.04,0.005472,0.005472,1.4113,0.062716,0.028363,0.615,0.043788,0.001927,0.0302,0.0055,0.090811,0.030829
Zone_DH139,189,472,0.013284,0.0816,0.0767,4.9947,7,3,69.84,71.43,0.0159,3.4477,23.0,1.673,0.019292,0.019292,1.5473,0.08306,0.083714,0.614,0.085815,0.007407,0.0444,0.0191,0.142343,0.044444
Zone_DH142,31,62,0.066667,0.0625,0.0323,4.0,3,3,93.55,93.55,0.0968,3.5515,7.0,1.2572,0.076355,0.076355,1.871,0.218695,0.138752,0.6594,0.184859,0.034483,0.0345,0.0737,0.296288,0.034483
Zone_DH143,51,112,0.043922,0.0337,0.0196,4.3922,2,2,84.31,84.31,0.0392,3.7715,13.0,1.8204,0.052049,0.052049,1.8298,0.148651,0.146504,0.6353,0.151782,0.023256,0.0233,0.0508,0.229921,0.023256
Zone_DH144,88,198,0.025862,0.0545,0.0455,4.5,4,4,95.45,95.45,0.0455,3.9421,17.0,1.8122,0.028112,0.028112,1.7143,0.107136,0.105892,0.6663,0.108619,0.011905,0.0476,0.0278,0.166575,0.047619
Zone_DH145,103,246,0.023415,0.0421,0.0324,4.7767,2,2,99.03,99.03,0.0194,3.9684,16.0,1.5765,0.023879,0.023879,1.6585,0.104002,0.087518,0.5856,0.098589,0.009804,0.0327,0.0236,0.158683,0.03268
Zone_DH146,80,182,0.028797,0.0387,0.0187,4.55,3,3,97.5,97.5,0.0375,3.8308,12.0,1.3416,0.030303,0.030303,1.7143,0.136627,0.084635,0.6561,0.112688,0.012821,0.0192,0.0299,0.189679,0.019231
Zone_DH147,39,82,0.055331,0.0469,0.0342,4.2051,2,2,94.87,94.87,0.0513,3.8852,10.0,1.6013,0.06006,0.06006,1.85,0.176544,0.141141,0.556,0.163591,0.027027,0.036,0.0584,0.253918,0.036036
Zone_DH148,40,86,0.055128,0.0909,0.0667,4.3,2,2,97.5,97.5,0.05,3.518,12.0,1.8974,0.05803,0.05803,1.3605,0.159296,0.150564,0.5998,0.159512,0.025641,0.0684,0.0565,0.24044,0.068376
Zone_DH149,63,148,0.03789,0.072,0.0476,4.6984,1,1,100.0,100.0,0.0159,3.736,11.0,1.3859,0.03789,0.03789,1.7027,0.151549,0.096385,0.5321,0.125423,0.015873,0.0476,0.0373,0.213957,0.047619
Zone_DH150,83,192,0.02821,0.0556,0.0442,4.6265,2,2,98.8,98.8,0.0241,3.9089,13.0,1.4269,0.028907,0.028907,1.7083,0.12924,0.083841,0.6676,0.109943,0.012195,0.0447,0.0286,0.184041,0.044715
Zone_DH151,52,112,0.042232,0.0319,0.016,4.3077,5,5,90.38,90.38,0.0962,4.0126,10.0,1.3868,0.050879,0.050879,1.7091,0.179537,0.106568,0.5755,0.14514,0.021277,0.0177,0.0498,0.249146,0.01773
Zone_DH152,68,158,0.03468,0.0221,0.0147,4.6471,3,3,97.06,97.06,0.0441,3.9738,11.0,1.3339,0.03683,0.03683,1.6709,0.148815,0.091886,0.583,0.122559,0.015152,0.0152,0.0363,0.209385,0.015152
Zone_DH153,80,178,0.028165,0.0201,0.0104,4.45,5,5,95.0,95.0,0.0625,3.8635,13.0,1.4534,0.031228,0.031228,1.7079,0.136202,0.087229,0.5512,0.11423,0.013158,0.011,0.0308,0.192835,0.010965
Zone_DH154,78,160,0.02664,0.0224,0.0107,4.1026,8,8,75.64,75.64,0.1026,3.6426,12.0,1.3587,0.039743,0.039743,1.7353,0.147596,0.105426,0.6185,0.129653,0.016949,0.0141,0.0391,0.212282,0.014124
Zone_DH155,58,117,0.03539,0.0566,0.0345,4.0345,9,9,48.28,48.28,0.1552,1.9284,6.0,0.7878,0.095238,0.095238,1.5556,0.272336,0.106532,0.4375,0.188219,0.035714,0.0714,0.0918,0.353967,0.071429
Zone_DH156,194,427,0.011404,0.0591,0.0404,4.4021,10,5,68.04,79.38,0.0258,3.6523,22.0,1.5795,0.014133,0.014133,1.8498,0.068753,0.064543,0.7035,0.080125,0.006494,0.0379,0.014,0.128985,0.037879
Zone_DH157,209,465,0.010697,0.0471,0.0351,4.4498,10,2,89.0,98.09,0.0096,3.6488,21.0,1.4526,0.010976,0.010976,1.7865,0.07329,0.058399,0.6686,0.069422,0.004878,0.0358,0.0109,0.118996,0.035772
Zone_DH158,148,340,0.015628,0.0588,0.0473,4.5946,4,4,97.97,97.97,0.027,3.7324,20.0,1.644,0.016284,0.016284,1.7059,0.091689,0.072854,0.7118,0.082566,0.006897,0.0483,0.0162,0.136414,0.048276
Zone_DH159,70,154,0.031884,0.1103,0.0667,4.4,6,6,91.43,91.43,0.0857,3.5909,11.0,1.3148,0.037698,0.037698,1.6842,0.150276,0.093726,0.6298,0.124318,0.015625,0.0729,0.0371,0.210817,0.072917
Zone_DH160,83,202,0.02968,0.0829,0.0904,4.8675,4,4,96.39,96.39,0.0482,3.7135,16.0,1.7562,0.031962,0.031962,1.5842,0.119667,0.090765,0.5603,0.111376,0.0125,0.0938,0.0316,0.181759,0.09375
Zone_DH161,155,386,0.016171,0.0341,0.0247,4.9806,5,5,95.48,95.48,0.0323,3.839,20.0,1.6064,0.017466,0.017466,1.5579,0.08822,0.075812,0.7099,0.081864,0.006757,0.0259,0.0173,0.135836,0.025901
Zone_DH162,440,1198,0.006202,0.0731,0.0682,5.4455,1,1,100.0,100.0,0.0023,3.6951,30.0,1.4302,0.006202,0.006202,1.4691,0.057582,0.038815,0.661,0.047531,0.002273,0.0682,0.0062,0.086299,0.068182
Zone_DH163,552,1550,0.005096,0.0691,0.0664,5.6159,2,2,99.82,99.82,0.0036,3.7407,31.0,1.3194,0.005115,0.005115,1.4219,0.055403,0.032604,0.6779,0.042456,0.001815,0.0665,0.0051,0.079859,0.066546
Zone_DH164,473,1328,0.005948,0.0715,0.0747,5.6152,2,2,99.79,99.79,0.0042,3.6697,27.0,1.2415,0.005974,0.005974,1.4217,0.060038,0.034259,0.6917,0.045866,0.002119,0.0749,0.006,0.084766,0.074859
Zone_DH165,382,1054,0.007242,0.0607,0.0589,5.5183,5,5,98.95,98.95,0.0131,3.5717,22.0,1.1256,0.007396,0.007396,1.4345,0.073255,0.03297,0.6327,0.051291,0.002646,0.0595,0.0074,0.10151,0.059524
Zone_DH166,337,938,0.008284,0.0411,0.0406,5.5668,4,4,91.69,91.69,0.0119,3.2602,23.0,1.2529,0.009267,0.009267,1.4014,0.077145,0.043318,0.6657,0.056697,0.003236,0.0367,0.0092,0.111472,0.036677
Zone_DH167,242,624,0.010699,0.0147,0.009,5.157,7,7,77.69,77.69,0.0289,3.0275,25.0,1.6071,0.014621,0.014621,1.463,0.078092,0.066974,0.5976,0.072574,0.005319,0.0062,0.0145,0.126192,0.006206
Zone_DH168,213,510,0.011294,0.0328,0.0227,4.7887,6,6,78.4,78.4,0.0282,3.4416,19.0,1.3019,0.015078,0.015078,1.5981,0.095876,0.060776,0.6641,0.077014,0.005988,0.023,0.015,0.138618,0.022954
Zone_DH169,265,686,0.009806,0.0362,0.0289,5.1774,8,8,93.58,93.58,0.0302,3.5243,19.0,1.1672,0.01084,0.01084,1.494,0.089317,0.042129,0.6067,0.06323,0.004032,0.0309,0.0108,0.123759,0.030914
Zone_DH170,383,1068,0.0073,0.025,0.0213,5.577,4,4,99.22,99.22,0.0104,3.3535,24.0,1.2263,0.007416,0.007416,1.4232,0.072749,0.03464,0.5994,0.051128,0.002632,0.0215,0.0074,0.103785,0.021491
Zone_DH171,641,1862,0.004539,0.0217,0.0186,5.8097,3,3,99.69,99.69,0.0047,3.32,26.0,1.0269,0.004567,0.004567,1.7159,0.063887,0.022858,0.6139,0.039452,0.001565,0.0187,0.0046,0.087697,0.018675
Zone_DH172,860,2491,0.003372,0.0258,0.0255,5.793,2,2,95.93,95.93,0.0023,3.3063,28.0,0.9548,0.003536,0.003536,1.7159,0.057765,0.020444,0.6516,0.034728,0.001212,0.0254,0.0035,0.07849,0.025374
Zone_DH173,639,1831,0.004491,0.0338,0.029,5.7308,5,2,97.97,98.28,0.0031,3.3375,27.0,1.0681,0.004592,0.004592,1.3894,0.059342,0.025185,0.6597,0.039803,0.001592,0.0271,0.0046,0.082548,0.02707
Zone_DH174,246,668,0.011083,0.0586,0.0522,5.4309,4,2,97.56,98.37,0.0081,2.895,35.0,2.2315,0.011368,0.011368,1.46,0.057178,0.069447,0.6209,0.064026,0.004132,0.053,0.0113,0.10445,0.05303
Zone_DH176,17,34,0.125,0.1034,0.0588,4.0,3,3,88.24,88.24,0.1765,2.7052,5.0,1.2127,0.161905,0.161905,1.7647,0.349161,0.153114,0.5046,0.256775,0.066667,0.0667,0.1511,0.441361,0.066667
Zone_DH177,44,98,0.051797,0.0741,0.0455,4.4545,3,3,88.64,88.64,0.0682,3.8358,8.0,1.206,0.062078,0.062078,1.6957,0.203109,0.112011,0.5448,0.159354,0.025641,0.0513,0.0605,0.273282,0.051282
Zone_DH178,77,182,0.0311,0.0759,0.0606,4.7273,3,3,92.21,92.21,0.039,3.9599,11.0,1.2536,0.03501,0.03501,1.6322,0.151225,0.084782,0.5424,0.118148,0.014085,0.0657,0.0345,0.208419,0.065728
Zone_DH179,118,278,0.020136,0.0378,0.0226,4.7119,5,5,92.37,92.37,0.0424,4.0762,15.0,1.3809,0.022766,0.022766,1.6269,0.118474,0.072944,0.6235,0.095387,0.009174,0.0245,0.0226,0.168061,0.024465
Zone_DH180,129,308,0.018653,0.0335,0.0258,4.7752,3,3,98.45,98.45,0.0233,4.0519,15.0,1.3207,0.019248,0.019248,1.6494,0.109111,0.067422,0.5092,0.088352,0.007874,0.0262,0.0191,0.155385,0.026247
Zone_DH181,87,194,0.025929,0.0387,0.0441,4.4598,2,2,98.85,98.85,0.023,3.9982,12.0,1.2865,0.026539,0.026539,1.7732,0.13114,0.081527,0.6274,0.10738,0.011628,0.0446,0.0262,0.180432,0.044574
Zone_DH182,33,60,0.056818,0.0,0.0,3.6364,4,4,87.88,87.88,0.1212,3.6314,8.0,1.3926,0.071429,0.071429,1.5,0.202231,0.153074,0.5435,0.185,0.034483,0.0,0.069,0.283299,0.0
Zone_DH183,42,92,0.053426,0.1216,0.1032,4.381,2,2,97.62,97.62,0.0476,3.7698,8.0,1.2344,0.056098,0.056098,1.7826,0.19265,0.111194,0.5651,0.155475,0.02439,0.1057,0.0547,0.259611,0.105691
Zone_DH184,54,122,0.042628,0.0857,0.0648,4.5185,4,4,92.59,92.59,0.0741,3.7546,9.0,1.2247,0.04898,0.04898,1.6667,0.185147,0.094694,0.4785,0.140783,0.02,0.07,0.048,0.250298,0.07
Zone_DH185,58,130,0.039322,0.0857,0.0833,4.4828,4,4,68.97,68.97,0.069,3.7435,9.0,1.1818,0.061538,0.061538,1.6667,0.196285,0.112955,0.5269,0.157425,0.025,0.1208,0.06,0.271,0.120833
Zone_DH186,40,86,0.055128,0.0,0.0,4.3,7,7,85.0,85.0,0.175,3.5774,7.0,1.1068,0.076649,0.076649,1.186,0.227017,0.110127,0.4627,0.171016,0.029412,0.0,0.0744,0.309075,0.0
Zone_DH187,64,148,0.036706,0.0,0.0,4.625,3,3,93.75,93.75,0.0469,3.8415,9.0,1.125,0.040678,0.040678,1.6667,0.176118,0.082738,0.5657,0.128539,0.016667,0.0,0.04,0.234123,0.0
Zone_DH188,101,242,0.02396,0.0423,0.033,4.7921,3,3,98.02,98.02,0.0297,3.7886,14.0,1.3931,0.024943,0.024943,1.6364,0.124622,0.07653,0.5655,0.100076,0.010101,0.0337,0.0247,0.175956,0.03367
Zone_DH189,139,313,0.016317,0.0766,0.0492,4.5036,6,6,80.58,80.58,0.0432,3.78,20.0,1.6964,0.021557,0.021557,1.6716,0.091805,0.091625,0.6153,0.094113,0.008929,0.061,0.0214,0.145222,0.061012
Zone_DH190,153,362,0.015566,0.054,0.0501,4.732,16,4,83.01,94.77,0.0261,2.9079,20.0,1.6169,0.016858,0.016858,1.6477,0.082953,0.06092,0.6576,0.082585,0.006897,0.0529,0.0167,0.146258,0.052874
Zone_DH191,198,461,0.011819,0.0441,0.0345,4.6566,14,2,44.44,99.49,0.0101,3.1758,24.0,1.7056,0.011939,0.011939,1.7093,0.062772,0.038659,0.6849,0.070868,0.005076,0.0347,0.0119,0.117892,0.034687
Zone_DH192,173,384,0.012905,0.0403,0.027,4.4393,17,9,67.05,89.6,0.052,3.6865,21.0,1.5966,0.015249,0.015249,1.7033,0.073453,0.055379,0.6819,0.079906,0.006452,0.0301,0.0152,0.133387,0.030108
Zone_DH193,118,276,0.019991,0.0364,0.0268,4.678,4,4,96.61,96.61,0.0339,3.8984,21.0,1.9332,0.02127,0.02127,1.6642,0.094475,0.087476,0.6943,0.093168,0.008772,0.0278,0.0211,0.150014,0.027778
Zone_DH194,71,150,0.030181,0.05,0.0329,4.2254,6,6,81.69,81.69,0.0845,3.8454,14.0,1.6615,0.039927,0.039927,1.7576,0.128379,0.124162,0.6628,0.130637,0.017241,0.0402,0.0392,0.19794,0.04023
Zone_DH195,71,156,0.031388,0.0945,0.061,4.3944,6,6,49.3,49.3,0.0845,3.6764,8.0,0.9494,0.072269,0.072269,1.6279,0.206677,0.119175,0.4409,0.16831,0.028571,0.0952,0.0702,0.289168,0.095238
Zone_DH196,138,338,0.017878,0.0183,0.0229,4.8986,9,9,89.13,89.13,0.0652,3.6152,13.0,1.1066,0.021458,0.021458,1.528,0.125721,0.058506,0.67,0.089679,0.00813,0.0068,0.0213,0.172388,0.006775
Zone_DH197,306,818,0.008765,0.0602,0.0599,5.3464,3,3,98.69,98.69,0.0098,3.7377,22.0,1.2577,0.008933,0.008933,1.4877,0.075885,0.044289,0.6908,0.057311,0.003311,0.0508,0.0089,0.106982,0.050773
Zone_DH198,429,1192,0.006492,0.056,0.0528,5.5571,4,4,99.3,99.3,0.0093,3.7092,25.0,1.207,0.006584,0.006584,1.4295,0.063414,0.037264,0.6432,0.04823,0.002347,0.0532,0.0066,0.089291,0.053208
Zone_DH199,473,1312,0.005877,0.0605,0.0543,5.5476,5,5,95.98,95.98,0.0106,3.5611,29.0,1.3334,0.006195,0.006195,1.4254,0.057232,0.037871,0.6836,0.046735,0.002203,0.0543,0.0062,0.083157,0.054332
Zone_DH200,466,1302,0.006009,0.0508,0.0483,5.588,6,6,95.28,95.28,0.0129,3.55,24.0,1.1118,0.006406,0.006406,1.4095,0.068115,0.032065,0.656,0.047332,0.002252,0.0484,0.0064,0.094469,0.048423
Zone_DH201,425,1202,0.00667,0.039,0.0369,5.6565,3,3,98.82,98.82,0.0071,3.3329,22.0,1.0672,0.006796,0.006796,1.4047,0.073937,0.032593,0.6581,0.048634,0.002381,0.0373,0.0068,0.099979,0.037302
Zone_DH202,317,870,0.008685,0.0207,0.0205,5.489,4,4,98.42,98.42,0.0126,3.2243,23.0,1.2918,0.008925,0.008925,1.4411,0.075794,0.039324,0.5971,0.056402,0.003205,0.0208,0.0089,0.109084,0.020833
Zone_DH203,274,716,0.009572,0.0312,0.0292,5.2263,3,3,99.27,99.27,0.0109,3.566,21.0,1.2687,0.009713,0.009713,1.5196,0.081043,0.041314,0.6119,0.060421,0.003676,0.0294,0.0097,0.114245,0.029412
Zone_DH204,293,784,0.009164,0.0315,0.0256,5.3515,3,3,98.98,98.98,0.0102,3.5779,19.0,1.11,0.009331,0.009331,1.4834,0.086522,0.036713,0.5974,0.058496,0.003448,0.0259,0.0093,0.118538,0.025862
Zone_DH205,355,958,0.007623,0.0286,0.0239,5.3972,6,6,98.59,98.59,0.0169,3.5609,21.0,1.1146,0.007843,0.007843,1.4614,0.077251,0.034324,0.6556,0.053262,0.002857,0.0243,0.0078,0.106227,0.024286
Zone_DH206,450,1242,0.006147,0.0456,0.0396,5.52,6,6,98.89,98.89,0.0133,3.5174,21.0,0.9899,0.006286,0.006286,1.4332,0.076018,0.02868,0.6359,0.047238,0.002247,0.0401,0.0063,0.102486,0.040075
Zone_DH207,619,1736,0.004538,0.0376,0.0326,5.609,3,3,99.35,99.35,0.0048,3.4961,25.0,1.0048,0.004587,0.004587,1.4203,0.064525,0.024916,0.6334,0.040185,0.001626,0.0328,0.0046,0.087598,0.032791
Zone_DH208,420,1162,0.006603,0.0492,0.0433,5.5333,3,3,99.52,99.52,0.0071,3.5159,23.0,1.1223,0.006666,0.006666,1.4389,0.073081,0.031707,0.5895,0.048735,0.002392,0.0435,0.0067,0.100265,0.043461
Zone_DH209,208,566,0.013146,0.0649,0.0625,5.4423,3,3,98.08,98.08,0.0144,3.1476,21.0,1.4561,0.013571,0.013571,1.452,0.086324,0.05509,0.5518,0.069742,0.004902,0.0637,0.0135,0.128606,0.063725
Zone_DH211,24,44,0.07971,0.0968,0.0417,3.6667,5,5,66.67,66.67,0.2083,2.8927,5.0,1.0206,0.15,0.15,1.3333,0.317225,0.164286,0.4977,0.248826,0.0625,0.0625,0.1406,0.414891,0.0625
Zone_DH212,53,118,0.042816,0.0625,0.0377,4.4528,3,3,92.45,92.45,0.0566,3.6462,11.0,1.511,0.048469,0.048469,1.7193,0.154081,0.121581,0.6057,0.142252,0.020408,0.0408,0.0475,0.227038,0.040816
Zone_DH213,86,200,0.02736,0.0847,0.0562,4.6512,5,5,94.19,94.19,0.0581,3.8583,12.0,1.294,0.030556,0.030556,1.6364,0.142964,0.078156,0.5642,0.110598,0.012346,0.0597,0.0302,0.196877,0.059671
Zone_DH214,110,266,0.022185,0.0628,0.0606,4.8364,4,4,97.27,97.27,0.0364,4.1025,14.0,1.3348,0.023453,0.023453,1.609,0.126888,0.066258,0.5729,0.096237,0.009346,0.0623,0.0232,0.175766,0.062305
Zone_DH215,101,238,0.023564,0.0437,0.0396,4.7129,3,3,98.02,98.02,0.0297,4.0527,12.0,1.194,0.024531,0.024531,1.6639,0.13259,0.072762,0.5429,0.10005,0.010101,0.0404,0.0243,0.180127,0.040404
Zone_DH216,66,138,0.032168,0.0,0.0,4.1818,4,4,95.45,95.45,0.0606,3.9904,14.0,1.7233,0.03533,0.03533,1.8261,0.134311,0.110584,0.5984,0.125424,0.015873,0.0,0.0348,0.197592,0.0
Zone_DH217,39,72,0.048583,0.0,0.0,3.6923,3,3,82.05,82.05,0.0769,3.5731,13.0,2.0817,0.0625,0.0625,2.0645,0.146944,0.202083,0.5747,0.176094,0.03125,0.0,0.0605,0.241167,0.0
Zone_DH218,66,136,0.031702,0.0297,0.0354,4.1212,4,4,87.88,87.88,0.0606,3.6322,11.0,1.354,0.038113,0.038113,1.381,0.155728,0.102816,0.5902,0.130775,0.017241,0.0402,0.0375,0.212765,0.04023
Zone_DH219,107,248,0.021866,0.029,0.0171,4.6355,2,2,99.07,99.07,0.0187,3.9331,13.0,1.2568,0.022282,0.022282,1.7097,0.127182,0.066912,0.5505,0.096716,0.009434,0.0173,0.0221,0.172762,0.017296
Zone_DH220,91,192,0.023443,0.0392,0.0275,4.2198,7,7,89.01,89.01,0.0769,3.8614,12.0,1.2579,0.028395,0.028395,1.7609,0.131148,0.088857,0.6143,0.110604,0.012346,0.0309,0.028,0.183676,0.030864
Zone_DH221,70,156,0.032298,0.0714,0.0524,4.4571,6,6,88.57,88.57,0.0857,3.7859,12.0,1.4343,0.039662,0.039662,1.24,0.146087,0.100488,0.6163,0.126549,0.016129,0.0591,0.039,0.211339,0.05914
Zone_DH222,89,208,0.026558,0.0339,0.0206,4.6742,3,3,93.26,93.26,0.0337,3.9945,12.0,1.272,0.029386,0.029386,1.66,0.139882,0.077131,0.586,0.109312,0.012048,0.0221,0.029,0.19283,0.022088
Zone_DH223,124,278,0.018227,0.0638,0.043,4.4839,6,6,93.55,93.55,0.0484,3.7749,14.0,1.2572,0.02039,0.02039,1.7059,0.116503,0.06891,0.6004,0.092414,0.008621,0.046,0.0202,0.160674,0.045977
Zone_DH224,162,367,0.014071,0.0836,0.0576,4.5309,7,7,94.44,94.44,0.0432,3.7836,22.0,1.7285,0.015523,0.015523,1.6953,0.083505,0.079037,0.6467,0.080499,0.006536,0.061,0.0154,0.127323,0.061002
Zone_DH225,207,461,0.010811,0.0501,0.0419,4.4541,27,6,70.05,95.65,0.029,3.2376,20.0,1.3901,0.011614,0.011614,1.7483,0.06725,0.041237,0.7041,0.070664,0.005051,0.0438,0.0116,0.125593,0.043771
Zone_DH226,166,363,0.013253,0.0311,0.0281,4.3735,3,2,98.19,99.4,0.012,2.7985,23.0,1.7851,0.013415,0.013415,1.8182,0.079765,0.075564,0.6287,0.077393,0.006061,0.0283,0.0133,0.142106,0.028283
Zone_DH227,95,168,0.018813,0.0397,0.0281,3.5368,12,9,72.63,81.05,0.0947,2.8691,21.0,2.1546,0.02529,0.02529,2.0811,0.073882,0.133671,0.6286,0.11351,0.012987,0.0346,0.025,0.172532,0.034632
Zone_DH228,63,134,0.034306,0.0541,0.0397,4.254,8,8,76.19,76.19,0.127,3.8905,10.0,1.2599,0.051418,0.051418,1.6552,0.176781,0.10567,0.5393,0.143637,0.020833,0.0174,0.0503,0.244769,0.017361
Zone_DH229,59,142,0.041496,0.093,0.065,4.8136,3,3,96.61,96.61,0.0508,3.9071,12.0,1.5623,0.044486,0.044486,1.6056,0.149634,0.107638,0.5704,0.131851,0.017544,0.0673,0.0437,0.218142,0.067251
Zone_DH230,79,180,0.029211,0.0805,0.0485,4.557,3,3,91.14,91.14,0.038,3.8404,17.0,1.9126,0.033255,0.033255,1.6941,0.113511,0.119081,0.6422,0.117341,0.013889,0.0532,0.0328,0.180324,0.053241
Zone_DH231,139,332,0.017308,0.0489,0.0372,4.777,3,3,98.56,98.56,0.0216,3.4381,15.0,1.2723,0.017819,0.017819,1.6506,0.108386,0.061975,0.6418,0.084939,0.007299,0.0377,0.0177,0.151475,0.037713
Zone_DH232,174,428,0.014218,0.0684,0.0575,4.9195,4,4,97.7,97.7,0.023,3.652,15.0,1.1371,0.014828,0.014828,1.5962,0.104129,0.051547,0.6276,0.076323,0.005882,0.0588,0.0147,0.141321,0.058824
Zone_DH233,291,786,0.009314,0.0549,0.0498,5.4021,5,5,98.28,98.28,0.0172,3.4009,26.0,1.5241,0.009618,0.009618,1.4592,0.066761,0.052199,0.6768,0.058779,0.003497,0.0507,0.0096,0.102566,0.050699
Zone_DH234,478,1326,0.005816,0.0417,0.0425,5.5481,3,3,99.58,99.58,0.0063,3.3501,38.0,1.7381,0.005865,0.005865,1.4359,0.050666,0.041453,0.7349,0.045624,0.002101,0.0427,0.0059,0.079083,0.042717
Zone_DH235,442,1190,0.006105,0.0411,0.0403,5.3846,7,7,98.64,98.64,0.0158,3.5457,23.0,1.094,0.006274,0.006274,1.4655,0.068722,0.032219,0.651,0.04772,0.002294,0.0409,0.0063,0.093512,0.040902
Zone_DH236,434,1188,0.006322,0.0282,0.0269,5.4747,3,3,99.54,99.54,0.0069,3.4719,21.0,1.008,0.006381,0.006381,1.4545,0.07357,0.030045,0.6607,0.04795,0.002315,0.027,0.0064,0.098569,0.027006
Zone_DH237,321,834,0.008119,0.0308,0.0228,5.1963,8,8,94.7,94.7,0.0249,3.3733,21.0,1.1721,0.008815,0.008815,1.4975,0.080353,0.038779,0.6075,0.057163,0.003289,0.0241,0.0088,0.111651,0.024123
Zone_DH238,268,706,0.009866,0.045,0.0348,5.2687,7,7,97.01,97.01,0.0261,3.537,21.0,1.2828,0.010425,0.010425,1.4815,0.083018,0.04272,0.6075,0.061833,0.003846,0.0359,0.0104,0.117771,0.035897
Zone_DH239,255,668,0.010313,0.0334,0.0255,5.2392,5,5,98.43,98.43,0.0196,3.6435,18.0,1.1272,0.010645,0.010645,1.503,0.090134,0.04131,0.6139,0.062913,0.003984,0.0259,0.0106,0.12334,0.025896
Zone_DH240,275,714,0.009476,0.0313,0.0242,5.1927,3,3,99.27,99.27,0.0109,3.7366,21.0,1.2663,0.009615,0.009615,1.5294,0.081959,0.044264,0.5777,0.060293,0.003663,0.0244,0.0096,0.115863,0.02442
Zone_DH241,347,910,0.007579,0.0518,0.0394,5.245,4,4,98.85,98.85,0.0115,3.7153,20.0,1.0737,0.00774,0.00774,1.511,0.082581,0.033026,0.6039,0.053773,0.002915,0.0398,0.0077,0.111854,0.039845
Zone_DH242,393,1046,0.00679,0.0387,0.0301,5.3232,3,3,99.49,99.49,0.0076,3.7185,21.0,1.0593,0.006859,0.006859,1.4952,0.077464,0.030828,0.639,0.050375,0.002558,0.0303,0.0068,0.105408,0.030264
Zone_DH243,291,774,0.009172,0.0477,0.0389,5.3196,2,2,99.66,99.66,0.0069,3.6942,19.0,1.1138,0.009235,0.009235,1.4987,0.086009,0.037228,0.6281,0.058449,0.003448,0.0391,0.0092,0.117052,0.03908
Zone_DH244,120,320,0.022409,0.0764,0.0639,5.3333,1,1,100.0,100.0,0.0083,3.4607,16.0,1.4606,0.022409,0.022409,1.5,0.111308,0.070536,0.5902,0.090802,0.008333,0.0639,0.0222,0.162265,0.063889
Zone_DH246,29,58,0.071429,0.1915,0.1494,4.0,6,6,75.86,75.86,0.2069,3.5225,6.0,1.1142,0.116883,0.116883,1.2222,0.27744,0.136364,0.4889,0.212486,0.045455,0.197,0.1116,0.368306,0.19697
Zone_DH247,64,150,0.037202,0.1172,0.0729,4.6875,1,1,100.0,100.0,0.0156,3.8278,14.0,1.75,0.037202,0.037202,1.7067,0.125344,0.115109,0.612,0.124429,0.015625,0.0729,0.0366,0.192681,0.078125
Zone_DH248,87,202,0.026998,0.1167,0.09,4.6437,4,4,96.55,96.55,0.046,3.9339,14.0,1.501,0.028973,0.028973,1.6634,0.127121,0.085825,0.584,0.108578,0.011905,0.0933,0.0286,0.183254,0.097222
Zone_DH249,94,210,0.024022,0.0343,0.0248,4.4681,4,4,96.81,96.81,0.0426,4.0325,13.0,1.3408,0.025641,0.025641,1.7333,0.127131,0.081545,0.5844,0.104357,0.010989,0.0256,0.0254,0.178332,0.025641
Zone_DH250,78,172,0.028638,0.0451,0.0427,4.4103,2,2,97.44,97.44,0.0256,4.0571,13.0,1.472,0.029825,0.029825,1.3412,0.133677,0.091195,0.5682,0.11427,0.013158,0.0439,0.0294,0.188072,0.04386
Zone_DH251,45,96,0.048485,0.1169,0.0926,4.2667,3,3,93.33,93.33,0.0667,3.7799,10.0,1.4907,0.054588,0.054588,1.7872,0.170664,0.126916,0.6228,0.15356,0.02381,0.0992,0.0533,0.243243,0.099206
Zone_DH252,52,108,0.040724,0.0723,0.0481,4.1538,2,2,98.08,98.08,0.0385,3.5668,11.0,1.5254,0.042353,0.042353,1.8889,0.152217,0.118354,0.5709,0.139355,0.019608,0.049,0.0415,0.215916,0.04902
