zone_id,cluster_id,cluster_label,confidence_score
Zone_DH670,1,Cluster_1,0.8008
Zone_DH671,1,Cluster_1,0.7587
Zone_DH672,1,Cluster_1,0.7277
Zone_DH673,1,Cluster_1,0.6942
Zone_DH674,1,Cluster_1,0.8446
Zone_DH675,1,Cluster_1,0.8049
Zone_DH676,1,Cluster_1,0.8163
Zone_DH677,1,Cluster_1,0.8307
Zone_DH678,1,Cluster_1,0.8515
Zone_DH679,1,Cluster_1,0.7968
Zone_DH680,1,Cluster_1,0.8853
Zone_DH681,1,Cluster_1,0.8896
Zone_DH682,1,Cluster_1,0.8045
Zone_DH683,1,Cluster_1,0.8115
Zone_DH684,1,Cluster_1,0.7221
Zone_DH685,1,Cluster_1,0.8011
Zone_DH686,1,Cluster_1,0.7955
Zone_DH687,1,Cluster_1,0.864
Zone_DH688,1,Cluster_1,0.8958
Zone_DH689,1,Cluster_1,0.8912
Zone_DH690,1,Cluster_1,0.8797
Zone_DH691,1,Cluster_1,0.8611
Zone_DH692,1,Cluster_1,0.5729
Zone_DH693,1,Cluster_1,0.703
Zone_DH694,0,Cluster_0,0.6904
Zone_DH695,0,Cluster_0,0.7717
Zone_DH696,1,Cluster_1,0.7347
Zone_DH697,1,Cluster_1,0.711
Zone_DH698,0,Cluster_0,0.7655
Zone_DH700,0,Cluster_0,0.7504
Zone_DH701,0,Cluster_0,0.6983
Zone_DH702,1,Cluster_1,0.8314
Zone_DH703,1,Cluster_1,0.829
Zone_DH704,1,Cluster_1,0.841
Zone_DH705,1,Cluster_1,0.7957
Zone_DH706,1,Cluster_1,0.7662
Zone_DH707,1,Cluster_1,0.8586
Zone_DH708,1,Cluster_1,0.7079
Zone_DH709,1,Cluster_1,0.8504
Zone_DH710,1,Cluster_1,0.8472
Zone_DH711,1,Cluster_1,0.8545
Zone_DH712,1,Cluster_1,0.8635
Zone_DH713,1,Cluster_1,0.7844
Zone_DH714,1,Cluster_1,0.7483
Zone_DH715,1,Cluster_1,0.6848
Zone_DH716,1,Cluster_1,0.911
Zone_DH717,1,Cluster_1,0.782
Zone_DH718,1,Cluster_1,0.7051
Zone_DH719,1,Cluster_1,0.6942
Zone_DH720,1,Cluster_1,0.7962
Zone_DH721,1,Cluster_1,0.8824
Zone_DH722,0,Cluster_0,0.7524
Zone_DH723,1,Cluster_1,0.8021
Zone_DH724,1,Cluster_1,0.8429
Zone_DH725,1,Cluster_1,0.8532
Zone_DH726,1,Cluster_1,0.8577
Zone_DH727,0,Cluster_0,0.5624
Zone_DH728,0,Cluster_0,0.7199
Zone_DH729,1,Cluster_1,0.7068
Zone_DH730,1,Cluster_1,0.7018
Zone_DH731,1,Cluster_1,0.7056
Zone_DH732,1,Cluster_1,0.7761
Zone_DH733,0,Cluster_0,0.7269
Zone_DH735,0,Cluster_0,0.7405
Zone_DH736,1,Cluster_1,0.9023
Zone_DH737,1,Cluster_1,0.8973
Zone_DH738,1,Cluster_1,0.8601
Zone_DH739,1,Cluster_1,0.8252
Zone_DH740,1,Cluster_1,0.8602
Zone_DH741,1,Cluster_1,0.8623
Zone_DH742,1,Cluster_1,0.8814
Zone_DH743,1,Cluster_1,0.8479
Zone_DH744,1,Cluster_1,0.8849
Zone_DH745,1,Cluster_1,0.8919
Zone_DH746,1,Cluster_1,0.88
Zone_DH747,1,Cluster_1,0.8348
Zone_DH748,1,Cluster_1,0.7581
Zone_DH749,1,Cluster_1,0.7276
Zone_DH750,1,Cluster_1,0.8801
Zone_DH751,1,Cluster_1,0.8561
Zone_DH752,1,Cluster_1,0.7754
Zone_DH753,1,Cluster_1,0.6439
Zone_DH754,1,Cluster_1,0.6811
Zone_DH755,1,Cluster_1,0.7952
Zone_DH756,1,Cluster_1,0.8755
Zone_DH757,0,Cluster_0,0.5288
Zone_DH758,0,Cluster_0,0.7796
Zone_DH759,1,Cluster_1,0.7602
Zone_DH760,1,Cluster_1,0.82
Zone_DH761,1,Cluster_1,0.8398
Zone_DH762,0,Cluster_0,0.7194
Zone_DH763,0,Cluster_0,0.7039
Zone_DH764,0,Cluster_0,0.7461
Zone_DH765,1,Cluster_1,0.7782
Zone_DH766,1,Cluster_1,0.7231
Zone_DH767,1,Cluster_1,0.6869
Zone_DH768,0,Cluster_0,0.4574
Zone_DH770,1,Cluster_1,0.796
Zone_DH771,1,Cluster_1,0.8771
Zone_DH772,1,Cluster_1,0.8563
Zone_DH773,1,Cluster_1,0.8611
Zone_DH774,1,Cluster_1,0.866
Zone_DH775,1,Cluster_1,0.8701
Zone_DH776,1,Cluster_1,0.9064
Zone_DH777,1,Cluster_1,0.8907
Zone_DH778,1,Cluster_1,0.8864
Zone_DH779,1,Cluster_1,0.7732
Zone_DH780,1,Cluster_1,0.7903
Zone_DH781,1,Cluster_1,0.8475
Zone_DH782,1,Cluster_1,0.6032
Zone_DH783,1,Cluster_1,0.731
Zone_DH784,1,Cluster_1,0.7426
Zone_DH785,1,Cluster_1,0.74
Zone_DH786,1,Cluster_1,0.8212
Zone_DH787,1,Cluster_1,0.6899
Zone_DH788,1,Cluster_1,0.5945
Zone_DH789,1,Cluster_1,0.6742
Zone_DH790,1,Cluster_1,0.8908
Zone_DH791,1,Cluster_1,0.7801
Zone_DH792,0,Cluster_0,0.5637
Zone_DH793,0,Cluster_0,0.7302
Zone_DH794,0,Cluster_0,0.7564
Zone_DH795,0,Cluster_0,0.7206
Zone_DH796,0,Cluster_0,0.8254
Zone_DH797,0,Cluster_0,0.5508
Zone_DH798,0,Cluster_0,0.7883
Zone_DH799,0,Cluster_0,0.8146
Zone_DH800,0,Cluster_0,0.6963
Zone_DH801,1,Cluster_1,0.7534
Zone_DH802,0,Cluster_0,0.7078
Zone_DH805,1,Cluster_1,0.7924
Zone_DH806,1,Cluster_1,0.9082
Zone_DH807,1,Cluster_1,0.9076
Zone_DH808,1,Cluster_1,0.9079
Zone_DH809,1,Cluster_1,0.9036
Zone_DH810,1,Cluster_1,0.9131
Zone_DH811,1,Cluster_1,0.8804
Zone_DH812,1,Cluster_1,0.8346
Zone_DH813,1,Cluster_1,0.8475
Zone_DH814,0,Cluster_0,0.7341
Zone_DH815,0,Cluster_0,0.6949
Zone_DH816,1,Cluster_1,0.7255
Zone_DH817,0,Cluster_0,0.747
Zone_DH818,0,Cluster_0,0.6306
Zone_DH819,0,Cluster_0,0.6877
Zone_DH820,0,Cluster_0,0.6152
Zone_DH821,1,Cluster_1,0.8171
Zone_DH822,1,Cluster_1,0.714
Zone_DH823,1,Cluster_1,0.6538
Zone_DH824,1,Cluster_1,0.6834
Zone_DH825,1,Cluster_1,0.8947
Zone_DH826,1,Cluster_1,0.8557
Zone_DH827,1,Cluster_1,0.772
Zone_DH828,1,Cluster_1,0.7539
Zone_DH829,1,Cluster_1,0.7456
Zone_DH830,0,Cluster_0,0.7394
Zone_DH831,0,Cluster_0,0.7983
Zone_DH832,0,Cluster_0,0.7065
Zone_DH833,0,Cluster_0,0.8311
Zone_DH834,0,Cluster_0,0.751
Zone_DH835,0,Cluster_0,0.5703
Zone_DH836,0,Cluster_0,0.8175
Zone_DH837,0,Cluster_0,0.7517
Zone_DH840,0,Cluster_0,0.7151
Zone_DH841,0,Cluster_0,0.7814
Zone_DH842,1,Cluster_1,0.7183
Zone_DH843,1,Cluster_1,0.7947
Zone_DH844,1,Cluster_1,0.8231
Zone_DH845,1,Cluster_1,0.6835
Zone_DH846,1,Cluster_1,0.8451
Zone_DH847,1,Cluster_1,0.7744
Zone_DH848,0,Cluster_0,0.8373
Zone_DH849,0,Cluster_0,0.64
Zone_DH850,0,Cluster_0,0.615
Zone_DH851,0,Cluster_0,0.4078
Zone_DH856,1,Cluster_1,0.7221
Zone_DH857,1,Cluster_1,0.7134
Zone_DH858,1,Cluster_1,0.563
Zone_DH859,0,Cluster_0,0.6673
Zone_DH860,1,Cluster_1,0.7991
Zone_DH861,1,Cluster_1,0.8193
Zone_DH862,1,Cluster_1,0.7596
Zone_DH863,1,Cluster_1,0.7431
Zone_DH864,1,Cluster_1,0.7282
Zone_DH865,0,Cluster_0,0.5798
Zone_DH866,0,Cluster_0,0.5395
Zone_DH868,0,Cluster_0,0.5992
Zone_DH869,0,Cluster_0,0.4956
Zone_DH870,0,Cluster_0,0.1903
Zone_DH871,0,Cluster_0,0.8414
Zone_DH872,0,Cluster_0,0.6897
