zone_id,b_0,b_1,b_2,b_3,b_4,b_5,b_6,b_7,b_8,b_9,b_10,b_11,b_12,b_13,b_14,b_15,b_16,b_17,b_18,b_19,b_20,b_21,b_22,b_23,b_24,b_25,b_26,b_27,b_28,b_29,b_30,b_31,b_32,b_33,b_34,b_35,a_0,a_1,a_2,a_3,a_4,a_5,a_6,a_7,a_8,a_9,a_10,a_11,a_12,a_13,a_14,a_15,a_16,a_17,a_18,a_19,a_20,a_21,a_22,a_23,a_24,a_25,a_26,a_27,a_28,a_29,a_30,a_31,a_32,a_33,a_34,a_35,l_0,l_1,l_2,l_3,l_4,l_5,l_6,l_7,l_8,l_9,l_10,l_11,l_12,l_13,l_14,l_15,l_16,l_17,l_18,l_19,l_20,l_21,l_22,l_23,l_24,l_25,l_26,l_27,l_28,l_29,l_30,l_31,l_32,l_33,l_34,l_35,l_36,l_37,l_38,l_39
Zone_DH009,0.0,0.0,0.0,0.0625,0.0,0.0625,0.125,0.0625,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0625,0.0,0.0625,0.3125,0.0,0.0625,0.0,0.0,0.0,0.0,0.0625,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.03125,0.0,0.0,0.0,0.03125,0.0,0.0,0.0,0.03125,0.03125,0.0625,0.0625,0.03125,0.09375,0.0625,0.03125,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.03125,0.0,0.0,0.03125,0.0625,0.0,0.09375,0.0625,0.0,0.125,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0625,0.0625,0.0,0.0625,0.125,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1875
Zone_DH010,0.0,0.0,0.074074,0.037037,0.0,0.074074,0.074074,0.037037,0.074074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037037,0.0,0.037037,0.037037,0.0,0.0,0.037037,0.037037,0.037037,0.037037,0.037037,0.259259,0.0,0.037037,0.0,0.0,0.0,0.0,0.037037,0.0,0.243243,0.0,0.0,0.0,0.0,0.018018,0.018018,0.0,0.0,0.0,0.036036,0.0,0.0,0.0,0.018018,0.036036,0.036036,0.036036,0.018018,0.108108,0.054054,0.036036,0.0,0.036036,0.036036,0.018018,0.0,0.018018,0.0,0.036036,0.018018,0.0,0.018018,0.054054,0.018018,0.09009,0.037037,0.0,0.074074,0.037037,0.037037,0.0,0.0,0.0,0.0,0.0,0.037037,0.111111,0.0,0.074074,0.074074,0.0,0.037037,0.0,0.0,0.074074,0.0,0.037037,0.037037,0.0,0.0,0.0,0.0,0.037037,0.0,0.0,0.037037,0.037037,0.0,0.0,0.0,0.0,0.037037,0.0,0.0,0.185185
Zone_DH011,0.0,0.0,0.117647,0.0,0.0,0.058824,0.058824,0.0,0.058824,0.0,0.0,0.0,0.058824,0.0,0.058824,0.0,0.117647,0.0,0.058824,0.058824,0.0,0.0,0.058824,0.058824,0.0,0.0,0.0,0.117647,0.0,0.0,0.0,0.0,0.0,0.058824,0.058824,0.0,0.253731,0.0,0.0,0.0,0.0,0.029851,0.0,0.0,0.0,0.0,0.059701,0.0,0.0,0.029851,0.0,0.0,0.0,0.059701,0.0,0.089552,0.029851,0.029851,0.0,0.0,0.089552,0.029851,0.059701,0.059701,0.0,0.0,0.029851,0.0,0.0,0.059701,0.029851,0.059701,0.0,0.0,0.0,0.058824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.117647,0.0,0.117647,0.0,0.058824,0.058824,0.058824,0.0,0.0,0.0,0.058824,0.0,0.0,0.0,0.0,0.0,0.058824,0.0,0.0,0.0,0.058824,0.0,0.0,0.0,0.0,0.058824,0.058824,0.0,0.235294
Zone_DH012,0.0,0.05,0.1,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.1,0.05,0.15,0.05,0.05,0.0,0.05,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.263158,0.0,0.0,0.0,0.0,0.026316,0.0,0.0,0.0,0.0,0.026316,0.0,0.026316,0.026316,0.0,0.026316,0.026316,0.105263,0.0,0.052632,0.105263,0.026316,0.0,0.0,0.026316,0.0,0.026316,0.026316,0.0,0.0,0.0,0.0,0.026316,0.078947,0.078947,0.026316,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.05,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.05,0.05,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.25
Zone_DH013,0.029412,0.029412,0.058824,0.058824,0.058824,0.029412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029412,0.029412,0.0,0.029412,0.058824,0.147059,0.058824,0.117647,0.0,0.088235,0.029412,0.029412,0.0,0.0,0.0,0.0,0.029412,0.0,0.0,0.0,0.0,0.058824,0.029412,0.22973,0.0,0.0,0.0,0.013514,0.013514,0.0,0.0,0.0,0.0,0.0,0.027027,0.013514,0.013514,0.027027,0.067568,0.040541,0.054054,0.027027,0.067568,0.054054,0.013514,0.013514,0.0,0.027027,0.0,0.0,0.013514,0.040541,0.0,0.013514,0.013514,0.040541,0.054054,0.067568,0.054054,0.0,0.029412,0.058824,0.0,0.0,0.058824,0.0,0.029412,0.029412,0.0,0.029412,0.0,0.0,0.117647,0.029412,0.058824,0.029412,0.0,0.0,0.029412,0.029412,0.029412,0.0,0.029412,0.058824,0.058824,0.029412,0.0,0.029412,0.029412,0.0,0.058824,0.0,0.0,0.0,0.029412,0.029412,0.0,0.0,0.088235
Zone_DH014,0.027027,0.0,0.054054,0.054054,0.108108,0.0,0.0,0.027027,0.0,0.0,0.0,0.0,0.0,0.027027,0.054054,0.0,0.0,0.081081,0.081081,0.027027,0.081081,0.054054,0.108108,0.0,0.054054,0.0,0.0,0.0,0.027027,0.027027,0.0,0.0,0.0,0.0,0.054054,0.054054,0.245033,0.0,0.0,0.0,0.013245,0.0,0.0,0.0,0.0,0.0,0.0,0.039735,0.0,0.013245,0.039735,0.066225,0.066225,0.039735,0.039735,0.039735,0.013245,0.02649,0.02649,0.02649,0.013245,0.013245,0.0,0.0,0.02649,0.013245,0.013245,0.02649,0.05298,0.039735,0.02649,0.07947,0.0,0.054054,0.054054,0.0,0.027027,0.108108,0.027027,0.108108,0.0,0.0,0.027027,0.0,0.0,0.081081,0.0,0.054054,0.027027,0.0,0.027027,0.027027,0.027027,0.027027,0.0,0.027027,0.027027,0.054054,0.027027,0.0,0.0,0.0,0.0,0.027027,0.0,0.0,0.0,0.027027,0.054054,0.0,0.0,0.081081
Zone_DH015,0.034188,0.068376,0.034188,0.068376,0.051282,0.017094,0.017094,0.017094,0.0,0.0,0.0,0.017094,0.0,0.034188,0.051282,0.0,0.0,0.034188,0.034188,0.051282,0.068376,0.068376,0.153846,0.051282,0.017094,0.0,0.0,0.0,0.017094,0.008547,0.0,0.017094,0.0,0.017094,0.017094,0.034188,0.235789,0.0,0.0,0.0,0.008421,0.002105,0.0,0.006316,0.008421,0.0,0.0,0.016842,0.006316,0.008421,0.008421,0.096842,0.046316,0.067368,0.067368,0.033684,0.029474,0.037895,0.008421,0.031579,0.016842,0.004211,0.008421,0.002105,0.029474,0.016842,0.016842,0.029474,0.042105,0.008421,0.042105,0.063158,0.042735,0.042735,0.051282,0.017094,0.034188,0.051282,0.051282,0.068376,0.025641,0.051282,0.0,0.068376,0.017094,0.017094,0.017094,0.034188,0.051282,0.017094,0.068376,0.034188,0.017094,0.017094,0.0,0.0,0.034188,0.068376,0.0,0.017094,0.0,0.0,0.0,0.0,0.017094,0.0,0.0,0.0,0.017094,0.0,0.017094,0.034188
Zone_DH016,0.025806,0.103226,0.077419,0.077419,0.03871,0.012903,0.03871,0.012903,0.0,0.0,0.0,0.025806,0.0,0.012903,0.025806,0.0,0.012903,0.012903,0.025806,0.051613,0.070968,0.103226,0.109677,0.045161,0.012903,0.0,0.012903,0.0,0.0,0.019355,0.012903,0.025806,0.0,0.012903,0.006452,0.012903,0.22973,0.0,0.0,0.0,0.0,0.001689,0.0,0.011824,0.010135,0.0,0.0,0.006757,0.008446,0.013514,0.013514,0.0625,0.060811,0.081081,0.060811,0.052365,0.033784,0.010135,0.013514,0.028716,0.015203,0.02027,0.006757,0.032095,0.018581,0.02027,0.006757,0.025338,0.013514,0.02027,0.040541,0.081081,0.096774,0.019355,0.045161,0.025806,0.012903,0.045161,0.070968,0.03871,0.058065,0.045161,0.0,0.083871,0.025806,0.0,0.03871,0.012903,0.051613,0.03871,0.070968,0.025806,0.025806,0.025806,0.012903,0.012903,0.025806,0.025806,0.0,0.012903,0.0,0.0,0.0,0.0,0.012903,0.0,0.0,0.0,0.0,0.0,0.012903,0.025806
Zone_DH017,0.018182,0.109091,0.054545,0.045455,0.0,0.0,0.036364,0.009091,0.0,0.0,0.009091,0.009091,0.027273,0.018182,0.0,0.018182,0.018182,0.045455,0.009091,0.027273,0.068182,0.118182,0.05,0.018182,0.0,0.009091,0.009091,0.036364,0.009091,0.013636,0.018182,0.009091,0.036364,0.036364,0.059091,0.054545,0.227325,0.0,0.0,0.0,0.0,0.001148,0.013777,0.008037,0.011481,0.009185,0.009185,0.013777,0.026406,0.013777,0.013777,0.02411,0.036739,0.059701,0.045924,0.053961,0.027555,0.016073,0.009185,0.033295,0.014925,0.036739,0.004592,0.030999,0.021814,0.027555,0.004592,0.019518,0.009185,0.036739,0.032147,0.106774,0.077273,0.031818,0.077273,0.045455,0.045455,0.022727,0.086364,0.045455,0.05,0.059091,0.045455,0.040909,0.063636,0.009091,0.045455,0.018182,0.013636,0.018182,0.05,0.009091,0.018182,0.027273,0.018182,0.009091,0.036364,0.004545,0.0,0.0,0.0,0.0,0.009091,0.0,0.004545,0.0,0.0,0.0,0.0,0.0,0.0,0.018182
Zone_DH018,0.041667,0.05,0.058333,0.05,0.016667,0.016667,0.025,0.016667,0.0,0.0,0.008333,0.008333,0.033333,0.016667,0.0,0.025,0.016667,0.095833,0.0125,0.025,0.05,0.066667,0.05,0.020833,0.0,0.008333,0.0,0.033333,0.008333,0.0,0.016667,0.016667,0.05,0.05,0.0625,0.05,0.231009,0.004162,0.0,0.0,0.006243,0.0,0.016649,0.008325,0.008325,0.008325,0.014568,0.016649,0.022893,0.016649,0.020812,0.031217,0.031217,0.060354,0.043704,0.039542,0.027055,0.029136,0.004162,0.024974,0.015609,0.027055,0.008325,0.024974,0.012487,0.024974,0.004162,0.031217,0.01769,0.026015,0.03538,0.106139,0.025,0.025,0.079167,0.058333,0.058333,0.041667,0.095833,0.041667,0.016667,0.054167,0.05,0.029167,0.070833,0.0125,0.0375,0.016667,0.0125,0.016667,0.041667,0.029167,0.008333,0.016667,0.016667,0.008333,0.033333,0.020833,0.0,0.0,0.0,0.0,0.008333,0.008333,0.008333,0.016667,0.008333,0.0,0.0,0.0,0.0,0.033333
Zone_DH019,0.120879,0.054945,0.032967,0.027473,0.027473,0.010989,0.021978,0.005495,0.005495,0.005495,0.0,0.005495,0.021978,0.021978,0.005495,0.019231,0.043956,0.115385,0.14011,0.016484,0.027473,0.016484,0.016484,0.005495,0.0,0.010989,0.010989,0.005495,0.005495,0.0,0.010989,0.005495,0.021978,0.021978,0.049451,0.087912,0.229987,0.002541,0.0,0.007624,0.003812,0.002541,0.002541,0.007624,0.005083,0.002541,0.005083,0.013977,0.011436,0.010165,0.02033,0.024142,0.030496,0.088945,0.095299,0.033037,0.029225,0.025413,0.01906,0.022872,0.007624,0.007624,0.007624,0.007624,0.02033,0.015248,0.002541,0.021601,0.018424,0.014612,0.038119,0.144854,0.019231,0.06044,0.071429,0.093407,0.096154,0.065934,0.101648,0.063187,0.035714,0.063187,0.016484,0.035714,0.057692,0.013736,0.019231,0.019231,0.013736,0.016484,0.027473,0.013736,0.005495,0.010989,0.005495,0.010989,0.005495,0.010989,0.0,0.0,0.002747,0.0,0.0,0.008242,0.0,0.010989,0.005495,0.0,0.0,0.002747,0.0,0.016484
Zone_DH020,0.142857,0.075397,0.047619,0.031746,0.019841,0.0,0.007937,0.0,0.003968,0.0,0.003968,0.003968,0.003968,0.011905,0.003968,0.02381,0.045635,0.081349,0.200397,0.055556,0.029762,0.011905,0.019841,0.007937,0.001984,0.003968,0.007937,0.003968,0.003968,0.0,0.003968,0.009921,0.007937,0.007937,0.039683,0.075397,0.222624,0.00181,0.0,0.00724,0.0,0.00543,0.0,0.002262,0.00543,0.000452,0.0,0.004525,0.00362,0.01086,0.017647,0.025792,0.024434,0.107692,0.113122,0.052036,0.040271,0.019005,0.022624,0.015385,0.006335,0.00181,0.004072,0.004072,0.01629,0.00724,0.00724,0.01448,0.0181,0.016742,0.050226,0.151131,0.025794,0.103175,0.049603,0.103175,0.099206,0.06746,0.079365,0.061508,0.03373,0.065476,0.021825,0.055556,0.039683,0.015873,0.021825,0.027778,0.005952,0.02381,0.021825,0.003968,0.003968,0.007937,0.003968,0.011905,0.015873,0.003968,0.0,0.007937,0.001984,0.0,0.0,0.005952,0.0,0.0,0.0,0.0,0.0,0.001984,0.0,0.007937
Zone_DH021,0.115385,0.115385,0.084615,0.042308,0.015385,0.003846,0.007692,0.0,0.003846,0.0,0.003846,0.003846,0.007692,0.001923,0.003846,0.019231,0.023077,0.028846,0.15,0.103846,0.065385,0.046154,0.015385,0.015385,0.001923,0.003846,0.007692,0.003846,0.003846,0.0,0.023077,0.017308,0.003846,0.007692,0.017308,0.032692,0.213196,0.004039,0.002244,0.003591,0.002244,0.005386,0.001795,0.004039,0.002693,0.000449,0.006284,0.003591,0.004488,0.01167,0.021544,0.02693,0.04219,0.079892,0.091113,0.062388,0.044434,0.030072,0.021544,0.007181,0.01167,0.005386,0.008528,0.00763,0.016158,0.007181,0.007181,0.019749,0.018851,0.025135,0.055206,0.124327,0.021154,0.094231,0.051923,0.078846,0.086538,0.05,0.073077,0.040385,0.030769,0.080769,0.046154,0.055769,0.053846,0.030769,0.044231,0.023077,0.007692,0.025,0.017308,0.007692,0.007692,0.007692,0.0,0.019231,0.011538,0.003846,0.003846,0.011538,0.0,0.0,0.0,0.003846,0.0,0.0,0.0,0.003846,0.0,0.003846,0.0,0.003846
Zone_DH022,0.113452,0.119935,0.077796,0.032415,0.009724,0.009724,0.016207,0.006483,0.009724,0.0,0.006483,0.0,0.006483,0.004862,0.025932,0.004862,0.02107,0.034036,0.124797,0.103728,0.06483,0.038898,0.009724,0.012966,0.0,0.009724,0.003241,0.003241,0.012966,0.0,0.012966,0.012966,0.009724,0.019449,0.024311,0.037277,0.21211,0.004404,0.002936,0.002936,0.004404,0.004404,0.001468,0.002936,0.00367,0.00367,0.006606,0.00367,0.010275,0.013211,0.020917,0.017982,0.05578,0.07633,0.089908,0.052844,0.038899,0.033394,0.018349,0.006606,0.02055,0.010275,0.017615,0.007339,0.011743,0.002936,0.008807,0.019083,0.021284,0.030092,0.049541,0.113028,0.030794,0.081037,0.082658,0.12966,0.082658,0.06483,0.069692,0.056726,0.04376,0.051864,0.047002,0.037277,0.032415,0.027553,0.040519,0.024311,0.003241,0.014587,0.012966,0.003241,0.006483,0.003241,0.0,0.016207,0.009724,0.0,0.008104,0.003241,0.0,0.0,0.0,0.003241,0.0,0.0,0.003241,0.003241,0.0,0.003241,0.0,0.003241
Zone_DH023,0.128814,0.111864,0.047458,0.010169,0.010169,0.030508,0.013559,0.013559,0.013559,0.00678,0.00339,0.00678,0.008475,0.016949,0.023729,0.005085,0.018644,0.038983,0.142373,0.09661,0.044068,0.010169,0.013559,0.016949,0.0,0.013559,0.00678,0.0,0.013559,0.00339,0.013559,0.010169,0.00678,0.023729,0.032203,0.044068,0.213678,0.005915,0.004436,0.005915,0.005915,0.001479,0.002957,0.001479,0.005176,0.006654,0.007394,0.014048,0.008872,0.017745,0.020333,0.012569,0.05841,0.076895,0.085028,0.03475,0.030314,0.02403,0.02366,0.014048,0.031054,0.014048,0.017006,0.01183,0.008872,0.007394,0.01183,0.014787,0.030314,0.021072,0.04695,0.103142,0.035593,0.076271,0.088136,0.123729,0.086441,0.086441,0.050847,0.064407,0.066102,0.027119,0.042373,0.044068,0.030508,0.018644,0.028814,0.028814,0.00678,0.020339,0.010169,0.00678,0.00678,0.010169,0.0,0.013559,0.0,0.0,0.005085,0.00339,0.0,0.0,0.0,0.0,0.0,0.0,0.001695,0.00339,0.0,0.00339,0.00339,0.00678
Zone_DH024,0.092437,0.086835,0.053221,0.030812,0.008403,0.02521,0.014006,0.008403,0.014006,0.008403,0.014006,0.008403,0.008403,0.011204,0.005602,0.02521,0.022409,0.058824,0.170868,0.061625,0.044818,0.011204,0.016807,0.016807,0.005602,0.011204,0.008403,0.0,0.005602,0.008403,0.005602,0.011204,0.014006,0.022409,0.028011,0.061625,0.21516,0.003499,0.003499,0.004665,0.004665,0.002332,0.004665,0.002332,0.006997,0.008163,0.006997,0.009329,0.010496,0.013994,0.01516,0.019825,0.047813,0.086297,0.083965,0.033819,0.044315,0.02449,0.016327,0.013994,0.018659,0.011662,0.017493,0.010496,0.009329,0.013994,0.011662,0.012828,0.026822,0.029155,0.041983,0.11312,0.056022,0.056022,0.098039,0.137255,0.106443,0.114846,0.056022,0.047619,0.053221,0.028011,0.036415,0.05042,0.028011,0.030812,0.016807,0.016807,0.008403,0.014006,0.005602,0.008403,0.005602,0.011204,0.0,0.002801,0.0,0.0,0.002801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002801,0.005602
Zone_DH025,0.091286,0.058091,0.062241,0.041494,0.012448,0.012448,0.008299,0.0,0.008299,0.012448,0.033195,0.004149,0.012448,0.004149,0.004149,0.029046,0.029046,0.070539,0.153527,0.049793,0.041494,0.020747,0.020747,0.012448,0.012448,0.004149,0.016598,0.0,0.0,0.016598,0.004149,0.008299,0.012448,0.012448,0.024896,0.095436,0.222515,0.001759,0.003518,0.005277,0.0,0.005277,0.003518,0.005277,0.012313,0.010554,0.005277,0.008795,0.010554,0.012313,0.005277,0.029903,0.047493,0.087951,0.082674,0.036939,0.045734,0.021108,0.01759,0.015831,0.012313,0.008795,0.019349,0.007036,0.008795,0.014072,0.010554,0.01759,0.026385,0.022867,0.045734,0.109059,0.045643,0.058091,0.091286,0.116183,0.099585,0.095436,0.06639,0.058091,0.062241,0.012448,0.045643,0.053942,0.070539,0.037344,0.008299,0.004149,0.016598,0.008299,0.004149,0.012448,0.0,0.004149,0.008299,0.004149,0.0,0.0,0.004149,0.0,0.0,0.0,0.0,0.0,0.004149,0.0,0.0,0.0,0.0,0.0,0.0,0.008299
Zone_DH026,0.074074,0.061728,0.024691,0.030864,0.024691,0.012346,0.012346,0.0,0.012346,0.006173,0.04321,0.0,0.024691,0.0,0.018519,0.04321,0.024691,0.067901,0.080247,0.055556,0.067901,0.012346,0.012346,0.006173,0.030864,0.0,0.012346,0.006173,0.006173,0.024691,0.006173,0.0,0.030864,0.018519,0.037037,0.111111,0.229947,0.002674,0.002674,0.005348,0.002674,0.010695,0.005348,0.008021,0.010695,0.013369,0.002674,0.010695,0.016043,0.024064,0.008021,0.02139,0.053476,0.064171,0.064171,0.029412,0.029412,0.029412,0.013369,0.024064,0.016043,0.010695,0.010695,0.013369,0.008021,0.024064,0.016043,0.040107,0.029412,0.024064,0.05615,0.069519,0.037037,0.037037,0.098765,0.067901,0.111111,0.067901,0.055556,0.055556,0.049383,0.018519,0.067901,0.04321,0.074074,0.049383,0.030864,0.006173,0.012346,0.012346,0.006173,0.024691,0.0,0.0,0.018519,0.0,0.0,0.006173,0.006173,0.006173,0.012346,0.0,0.0,0.0,0.006173,0.006173,0.0,0.0,0.0,0.0,0.0,0.012346
Zone_DH027,0.085714,0.057143,0.0,0.057143,0.042857,0.014286,0.0,0.0,0.028571,0.0,0.014286,0.0,0.014286,0.0,0.028571,0.028571,0.028571,0.028571,0.057143,0.085714,0.042857,0.014286,0.014286,0.014286,0.042857,0.0,0.028571,0.014286,0.014286,0.028571,0.028571,0.0,0.028571,0.014286,0.071429,0.071429,0.255034,0.0,0.0,0.006711,0.006711,0.0,0.006711,0.013423,0.013423,0.026846,0.0,0.006711,0.020134,0.020134,0.013423,0.013423,0.04698,0.053691,0.060403,0.026846,0.013423,0.04698,0.013423,0.026846,0.013423,0.013423,0.0,0.020134,0.013423,0.040268,0.020134,0.060403,0.013423,0.026846,0.04698,0.040268,0.014286,0.042857,0.1,0.114286,0.071429,0.071429,0.028571,0.028571,0.014286,0.028571,0.071429,0.042857,0.085714,0.057143,0.057143,0.014286,0.014286,0.014286,0.0,0.042857,0.0,0.0,0.0,0.0,0.0,0.014286,0.0,0.0,0.028571,0.0,0.0,0.0,0.0,0.014286,0.0,0.0,0.0,0.0,0.014286,0.014286
Zone_DH028,0.060811,0.087838,0.02027,0.054054,0.033784,0.013514,0.013514,0.006757,0.027027,0.013514,0.0,0.006757,0.006757,0.0,0.02027,0.02027,0.027027,0.033784,0.081081,0.121622,0.054054,0.047297,0.027027,0.027027,0.02027,0.006757,0.0,0.013514,0.006757,0.013514,0.013514,0.0,0.0,0.047297,0.047297,0.027027,0.212644,0.002874,0.0,0.008621,0.002874,0.005747,0.002874,0.005747,0.002874,0.005747,0.014368,0.011494,0.011494,0.014368,0.017241,0.028736,0.060345,0.074713,0.060345,0.054598,0.051724,0.022989,0.005747,0.008621,0.008621,0.022989,0.011494,0.008621,0.011494,0.011494,0.011494,0.008621,0.022989,0.028736,0.04023,0.126437,0.027027,0.081081,0.148649,0.094595,0.108108,0.081081,0.060811,0.040541,0.060811,0.027027,0.02027,0.033784,0.067568,0.033784,0.027027,0.006757,0.0,0.0,0.0,0.013514,0.006757,0.0,0.006757,0.013514,0.006757,0.006757,0.0,0.0,0.006757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006757,0.013514
Zone_DH029,0.031746,0.058201,0.021164,0.042328,0.026455,0.010582,0.015873,0.010582,0.037037,0.015873,0.0,0.010582,0.013228,0.013228,0.026455,0.021164,0.063492,0.026455,0.063492,0.10582,0.031746,0.037037,0.026455,0.026455,0.015873,0.005291,0.005291,0.010582,0.031746,0.029101,0.018519,0.002646,0.005291,0.047619,0.068783,0.02381,0.214085,0.002254,0.0,0.006761,0.004507,0.011268,0.002817,0.002254,0.0,0.004507,0.015775,0.013521,0.015775,0.010141,0.013521,0.032676,0.052958,0.070423,0.077183,0.054648,0.046197,0.016901,0.007887,0.016901,0.006761,0.024789,0.011268,0.004507,0.011268,0.00507,0.013521,0.009014,0.022535,0.028169,0.034366,0.135775,0.044974,0.055556,0.126984,0.092593,0.100529,0.089947,0.07672,0.037037,0.079365,0.031746,0.010582,0.034392,0.07672,0.026455,0.031746,0.010582,0.007937,0.005291,0.0,0.002646,0.015873,0.0,0.005291,0.010582,0.005291,0.005291,0.002646,0.0,0.0,0.0,0.0,0.002646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010582
Zone_DH030,0.048077,0.038462,0.019231,0.038462,0.024038,0.009615,0.014423,0.0,0.028846,0.004808,0.004808,0.014423,0.048077,0.055288,0.038462,0.038462,0.052885,0.040865,0.048077,0.057692,0.014423,0.004808,0.028846,0.004808,0.009615,0.009615,0.009615,0.004808,0.038462,0.03125,0.012019,0.03125,0.009615,0.028846,0.081731,0.055288,0.224175,0.00213,0.00213,0.004792,0.00852,0.00852,0.000532,0.00639,0.00852,0.01065,0.017039,0.00852,0.017572,0.011715,0.017039,0.030884,0.028754,0.067093,0.073482,0.036741,0.033014,0.026624,0.022364,0.021832,0.009052,0.019169,0.00852,0.00639,0.01065,0.015442,0.023429,0.01065,0.023429,0.030884,0.036741,0.116613,0.03125,0.069712,0.081731,0.088942,0.129808,0.067308,0.084135,0.043269,0.076923,0.040865,0.038462,0.045673,0.064904,0.009615,0.024038,0.014423,0.002404,0.019231,0.004808,0.002404,0.012019,0.009615,0.0,0.014423,0.004808,0.0,0.002404,0.004808,0.0,0.0,0.0,0.002404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009615
Zone_DH031,0.065041,0.065041,0.03252,0.020325,0.020325,0.00813,0.004065,0.0,0.004065,0.00813,0.012195,0.012195,0.028455,0.020325,0.03252,0.04878,0.052846,0.052846,0.060976,0.081301,0.044715,0.00813,0.036585,0.012195,0.012195,0.012195,0.01626,0.0,0.012195,0.036585,0.006098,0.018293,0.02439,0.020325,0.060976,0.04878,0.209611,0.003314,0.001657,0.001657,0.011599,0.003314,0.001657,0.003314,0.008285,0.009942,0.01657,0.004971,0.009942,0.008285,0.026512,0.036454,0.042254,0.069594,0.061309,0.039768,0.033969,0.031483,0.020713,0.025684,0.008285,0.019884,0.014913,0.013256,0.014913,0.013256,0.014913,0.011599,0.031483,0.039768,0.041425,0.094449,0.03252,0.081301,0.093496,0.158537,0.109756,0.044715,0.071138,0.044715,0.056911,0.03252,0.036585,0.028455,0.04878,0.020325,0.03252,0.004065,0.0,0.020325,0.01626,0.006098,0.00813,0.00813,0.004065,0.01626,0.004065,0.004065,0.0,0.004065,0.0,0.0,0.004065,0.0,0.0,0.0,0.004065,0.0,0.0,0.0,0.0,0.004065
Zone_DH032,0.062112,0.068323,0.043478,0.012422,0.024845,0.012422,0.018634,0.0,0.006211,0.006211,0.024845,0.012422,0.018634,0.006211,0.031056,0.062112,0.024845,0.062112,0.055901,0.086957,0.062112,0.024845,0.037267,0.031056,0.024845,0.012422,0.006211,0.0,0.012422,0.018634,0.0,0.018634,0.031056,0.024845,0.031056,0.024845,0.20354,0.0,0.0,0.002528,0.007585,0.0,0.005057,0.0,0.002528,0.015171,0.010114,0.005057,0.002528,0.007585,0.030341,0.040455,0.055626,0.063211,0.053097,0.040455,0.027813,0.050569,0.027813,0.030341,0.015171,0.025284,0.020228,0.027813,0.017699,0.010114,0.012642,0.015171,0.022756,0.042984,0.042984,0.06574,0.037267,0.086957,0.068323,0.192547,0.086957,0.062112,0.068323,0.043478,0.037267,0.037267,0.024845,0.037267,0.043478,0.018634,0.012422,0.006211,0.006211,0.031056,0.012422,0.012422,0.012422,0.0,0.006211,0.012422,0.0,0.006211,0.006211,0.0,0.0,0.0,0.006211,0.0,0.0,0.0,0.006211,0.006211,0.0,0.0,0.006211,0.006211
Zone_DH033,0.027778,0.027778,0.055556,0.0,0.083333,0.027778,0.027778,0.0,0.0,0.0,0.055556,0.027778,0.027778,0.0,0.0,0.083333,0.0,0.083333,0.083333,0.111111,0.027778,0.055556,0.027778,0.027778,0.0,0.0,0.0,0.0,0.0,0.027778,0.0,0.0,0.027778,0.027778,0.055556,0.0,0.230769,0.0,0.0,0.012821,0.0,0.0,0.012821,0.0,0.0,0.0,0.0,0.0,0.0,0.025641,0.025641,0.012821,0.064103,0.038462,0.051282,0.038462,0.025641,0.051282,0.051282,0.025641,0.012821,0.038462,0.025641,0.051282,0.0,0.038462,0.025641,0.025641,0.038462,0.025641,0.025641,0.025641,0.0,0.0,0.0,0.027778,0.027778,0.055556,0.055556,0.0,0.027778,0.055556,0.055556,0.083333,0.055556,0.027778,0.027778,0.027778,0.027778,0.111111,0.0,0.055556,0.055556,0.0,0.055556,0.027778,0.0,0.0,0.027778,0.0,0.027778,0.0,0.0,0.0,0.0,0.0,0.0,0.027778,0.0,0.0,0.027778,0.027778
