zone_id,b_0,b_1,b_2,b_3,b_4,b_5,b_6,b_7,b_8,b_9,b_10,b_11,b_12,b_13,b_14,b_15,b_16,b_17,b_18,b_19,b_20,b_21,b_22,b_23,b_24,b_25,b_26,b_27,b_28,b_29,b_30,b_31,b_32,b_33,b_34,b_35,a_0,a_1,a_2,a_3,a_4,a_5,a_6,a_7,a_8,a_9,a_10,a_11,a_12,a_13,a_14,a_15,a_16,a_17,a_18,a_19,a_20,a_21,a_22,a_23,a_24,a_25,a_26,a_27,a_28,a_29,a_30,a_31,a_32,a_33,a_34,a_35,l_0,l_1,l_2,l_3,l_4,l_5,l_6,l_7,l_8,l_9,l_10,l_11,l_12,l_13,l_14,l_15,l_16,l_17,l_18,l_19,l_20,l_21,l_22,l_23,l_24,l_25,l_26,l_27,l_28,l_29,l_30,l_31,l_32,l_33,l_34,l_35,l_36,l_37,l_38,l_39
Zone_DH166,0.07431,0.101911,0.091295,0.036093,0.019108,0.012739,0.010616,0.002123,0.004246,0.004246,0.002123,0.002123,0.008493,0.0,0.010616,0.010616,0.006369,0.055202,0.125265,0.118896,0.080679,0.044586,0.023355,0.021231,0.008493,0.002123,0.006369,0.002123,0.002123,0.004246,0.006369,0.002123,0.006369,0.004246,0.019108,0.070064,0.202516,0.0,0.001677,0.002516,0.001677,0.005031,0.000839,0.005031,0.004193,0.002516,0.002516,0.005031,0.010901,0.008386,0.012579,0.031866,0.05283,0.113208,0.102306,0.053669,0.04109,0.016771,0.013417,0.012579,0.006709,0.00587,0.006709,0.00587,0.006709,0.007547,0.007547,0.012579,0.01761,0.021803,0.057862,0.140042,0.04034,0.144374,0.082803,0.061571,0.070064,0.084926,0.082803,0.053079,0.078556,0.042463,0.04034,0.027601,0.021231,0.023355,0.008493,0.021231,0.016985,0.012739,0.008493,0.0,0.006369,0.0,0.006369,0.010616,0.004246,0.002123,0.002123,0.006369,0.002123,0.0,0.0,0.006369,0.002123,0.002123,0.004246,0.002123,0.0,0.002123,0.0,0.019108
Zone_DH167,0.070513,0.11859,0.108974,0.032051,0.012821,0.012821,0.016026,0.003205,0.0,0.003205,0.003205,0.003205,0.003205,0.0,0.009615,0.009615,0.00641,0.048077,0.141026,0.166667,0.076923,0.032051,0.019231,0.016026,0.009615,0.003205,0.003205,0.003205,0.003205,0.003205,0.0,0.0,0.0,0.00641,0.009615,0.044872,0.203125,0.0,0.0,0.001302,0.001302,0.001302,0.001302,0.002604,0.002604,0.0,0.001302,0.001302,0.00651,0.007812,0.015625,0.028646,0.054688,0.132812,0.119792,0.065104,0.040365,0.014323,0.011719,0.003906,0.009115,0.005208,0.005208,0.003906,0.003906,0.007812,0.003906,0.011719,0.014323,0.02474,0.052083,0.140625,0.038462,0.201923,0.057692,0.060897,0.041667,0.073718,0.086538,0.041667,0.083333,0.032051,0.035256,0.028846,0.022436,0.022436,0.009615,0.019231,0.009615,0.00641,0.009615,0.0,0.009615,0.003205,0.012821,0.003205,0.009615,0.00641,0.003205,0.009615,0.003205,0.00641,0.0,0.009615,0.003205,0.003205,0.00641,0.003205,0.0,0.0,0.0,0.025641
Zone_DH168,0.108949,0.11284,0.058366,0.019455,0.003891,0.023346,0.038911,0.019455,0.011673,0.0,0.0,0.011673,0.007782,0.007782,0.011673,0.011673,0.023346,0.062257,0.116732,0.097276,0.038911,0.038911,0.019455,0.007782,0.015564,0.007782,0.003891,0.015564,0.003891,0.0,0.003891,0.007782,0.003891,0.011673,0.023346,0.050584,0.224558,0.0,0.0,0.003364,0.001682,0.001682,0.003364,0.00841,0.003364,0.003364,0.010093,0.001682,0.013457,0.020185,0.028595,0.028595,0.045416,0.08074,0.077376,0.055509,0.030278,0.025231,0.021867,0.011775,0.018503,0.001682,0.013457,0.006728,0.013457,0.006728,0.00841,0.011775,0.00841,0.033642,0.04037,0.136249,0.035019,0.050584,0.038911,0.077821,0.066148,0.077821,0.081712,0.035019,0.038911,0.031128,0.042802,0.027237,0.031128,0.038911,0.046693,0.035019,0.011673,0.019455,0.015564,0.007782,0.015564,0.019455,0.011673,0.011673,0.011673,0.015564,0.007782,0.015564,0.011673,0.007782,0.007782,0.011673,0.0,0.0,0.003891,0.0,0.003891,0.0,0.003891,0.031128
Zone_DH169,0.101449,0.095652,0.049275,0.008696,0.002899,0.017391,0.031884,0.011594,0.008696,0.0,0.002899,0.008696,0.005797,0.011594,0.011594,0.011594,0.037681,0.107246,0.124638,0.046377,0.026087,0.028986,0.02029,0.008696,0.011594,0.005797,0.005797,0.014493,0.002899,0.014493,0.014493,0.011594,0.008696,0.011594,0.055072,0.063768,0.208752,0.001183,0.002365,0.004731,0.002365,0.002365,0.003548,0.008279,0.001183,0.003548,0.009462,0.003548,0.015376,0.018924,0.018924,0.033116,0.050857,0.072147,0.072147,0.062685,0.029568,0.024837,0.018924,0.014193,0.01301,0.010645,0.007096,0.01301,0.016558,0.009462,0.011827,0.007096,0.016558,0.031934,0.044944,0.134831,0.023188,0.037681,0.046377,0.057971,0.081159,0.072464,0.072464,0.049275,0.055072,0.057971,0.049275,0.037681,0.034783,0.037681,0.031884,0.023188,0.02029,0.028986,0.02029,0.023188,0.017391,0.023188,0.005797,0.008696,0.011594,0.005797,0.014493,0.008696,0.005797,0.005797,0.0,0.008696,0.0,0.0,0.002899,0.0,0.002899,0.0,0.002899,0.014493
Zone_DH170,0.110075,0.100746,0.057836,0.014925,0.003731,0.007463,0.009328,0.003731,0.003731,0.003731,0.007463,0.011194,0.005597,0.007463,0.009328,0.020522,0.027985,0.097015,0.13806,0.070896,0.039179,0.01306,0.01306,0.007463,0.005597,0.001866,0.005597,0.005597,0.001866,0.01306,0.014925,0.007463,0.007463,0.022388,0.057836,0.072761,0.200442,0.001474,0.001474,0.002948,0.003685,0.002211,0.000737,0.002948,0.003685,0.003685,0.007369,0.004422,0.011054,0.013265,0.017686,0.032424,0.061164,0.078113,0.096536,0.06927,0.028003,0.020634,0.016212,0.014738,0.011054,0.008843,0.005158,0.011054,0.008843,0.014001,0.010317,0.008106,0.017686,0.025792,0.061901,0.123066,0.029851,0.046642,0.063433,0.080224,0.08209,0.074627,0.091418,0.035448,0.061567,0.059701,0.052239,0.037313,0.027985,0.033582,0.022388,0.024254,0.024254,0.024254,0.020522,0.022388,0.014925,0.009328,0.005597,0.009328,0.005597,0.007463,0.005597,0.005597,0.001866,0.003731,0.0,0.003731,0.0,0.0,0.001866,0.0,0.0,0.001866,0.003731,0.005597
Zone_DH171,0.111588,0.089056,0.052575,0.011803,0.008584,0.002146,0.004292,0.002146,0.001073,0.008584,0.009657,0.009657,0.009657,0.006438,0.008584,0.022532,0.030043,0.083691,0.11588,0.082618,0.04721,0.033262,0.008584,0.007511,0.004292,0.002146,0.003219,0.001073,0.0,0.016094,0.01073,0.007511,0.005365,0.022532,0.050429,0.109442,0.194848,0.000831,0.000831,0.001662,0.003324,0.003324,0.001662,0.002908,0.002908,0.00457,0.006232,0.004155,0.006647,0.010802,0.018695,0.029082,0.053594,0.102202,0.113835,0.062318,0.031159,0.019111,0.010802,0.012879,0.010386,0.004985,0.004155,0.005401,0.005816,0.011633,0.00914,0.010802,0.015787,0.027835,0.064396,0.131284,0.036481,0.080472,0.100858,0.114807,0.078326,0.079399,0.087983,0.063305,0.062232,0.043991,0.048283,0.030043,0.021459,0.021459,0.023605,0.012876,0.01824,0.008584,0.009657,0.012876,0.007511,0.005365,0.006438,0.004292,0.003219,0.005365,0.001073,0.002146,0.001073,0.001073,0.001073,0.002146,0.0,0.0,0.001073,0.0,0.0,0.001073,0.002146,0.0
Zone_DH172,0.116232,0.087375,0.049699,0.010421,0.006413,0.00481,0.005611,0.004008,0.007214,0.005611,0.013627,0.005611,0.008818,0.006413,0.008818,0.019238,0.032064,0.085772,0.113828,0.104609,0.044088,0.029659,0.010421,0.00481,0.00481,0.001603,0.002405,0.007214,0.001603,0.013627,0.008016,0.007214,0.006413,0.014429,0.037675,0.10982,0.19738,0.000941,0.000314,0.001569,0.00251,0.003766,0.004079,0.00251,0.003138,0.003766,0.006904,0.00659,0.006276,0.009728,0.016318,0.025418,0.054915,0.10528,0.114537,0.060877,0.027301,0.020083,0.012238,0.013493,0.009728,0.006276,0.007217,0.008786,0.007217,0.007531,0.008473,0.009885,0.01318,0.027301,0.049894,0.144583,0.0501,0.094589,0.091383,0.132265,0.088176,0.088176,0.083367,0.064128,0.052104,0.041683,0.039279,0.029659,0.019238,0.023246,0.021643,0.017635,0.011222,0.007214,0.004008,0.008818,0.008818,0.004008,0.003206,0.002405,0.001603,0.003206,0.000802,0.0,0.000802,0.000802,0.001603,0.000802,0.0,0.000802,0.0,0.0,0.0,0.0,0.0,0.003206
Zone_DH173,0.120849,0.113228,0.05117,0.007621,0.005444,0.007621,0.006532,0.007621,0.015242,0.006532,0.013065,0.006532,0.006532,0.008165,0.011432,0.019597,0.030484,0.05117,0.107784,0.135547,0.045727,0.02613,0.016331,0.006532,0.006532,0.002177,0.002177,0.00871,0.004355,0.010887,0.009799,0.00871,0.00871,0.010887,0.023952,0.076211,0.20084,0.001724,0.000862,0.001724,0.003017,0.003879,0.003879,0.004741,0.003448,0.005603,0.00862,0.007758,0.00431,0.009697,0.013145,0.018963,0.047193,0.113565,0.119815,0.053012,0.024135,0.01724,0.015085,0.014007,0.009051,0.010775,0.009482,0.011637,0.009913,0.006465,0.009051,0.013145,0.009482,0.023812,0.036742,0.154186,0.059336,0.099619,0.08601,0.138269,0.090365,0.097986,0.074034,0.05988,0.053348,0.040283,0.035928,0.023408,0.021775,0.021775,0.018508,0.016331,0.009799,0.006532,0.001089,0.005988,0.009799,0.003266,0.003266,0.002177,0.001089,0.005444,0.002177,0.0,0.002177,0.001089,0.001089,0.001633,0.0,0.002177,0.0,0.0,0.0,0.0,0.0,0.004355
Zone_DH174,0.142433,0.151335,0.047478,0.002967,0.002967,0.014837,0.0,0.008902,0.011869,0.002967,0.020772,0.011869,0.005935,0.002967,0.010386,0.005935,0.0,0.017804,0.133531,0.218101,0.041543,0.008902,0.020772,0.008902,0.002967,0.002967,0.002967,0.008902,0.008902,0.008902,0.005935,0.005935,0.005935,0.005935,0.017804,0.029674,0.20933,0.002392,0.001196,0.002392,0.003589,0.003589,0.003589,0.010766,0.004785,0.005981,0.008373,0.007177,0.002392,0.010167,0.007775,0.013158,0.038278,0.130383,0.145933,0.044258,0.010766,0.005981,0.01555,0.008373,0.009569,0.017943,0.011962,0.014354,0.014354,0.009569,0.005981,0.016148,0.003589,0.020335,0.02512,0.154904,0.075668,0.087537,0.071217,0.160237,0.071217,0.103858,0.068249,0.05638,0.04451,0.047478,0.023739,0.031157,0.023739,0.026706,0.014837,0.017804,0.005935,0.011869,0.0,0.002967,0.005935,0.002967,0.005935,0.005935,0.002967,0.011869,0.002967,0.0,0.002967,0.0,0.0,0.004451,0.0,0.002967,0.0,0.0,0.0,0.0,0.0,0.005935
Zone_DH176,0.055556,0.0,0.055556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055556,0.0,0.0,0.055556,0.055556,0.055556,0.166667,0.166667,0.111111,0.0,0.0,0.055556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055556,0.111111,0.0,0.0,0.25,0.0,0.0,0.0,0.045455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022727,0.0,0.113636,0.022727,0.022727,0.045455,0.022727,0.068182,0.045455,0.022727,0.0,0.022727,0.0,0.0,0.0,0.022727,0.022727,0.0,0.0,0.022727,0.068182,0.045455,0.113636,0.0,0.055556,0.055556,0.0,0.0,0.222222,0.055556,0.111111,0.055556,0.0,0.055556,0.0,0.055556,0.055556,0.055556,0.0,0.0,0.111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055556,0.0,0.0,0.0,0.055556
Zone_DH177,0.02,0.02,0.08,0.0,0.02,0.0,0.04,0.0,0.04,0.0,0.04,0.02,0.02,0.02,0.04,0.02,0.02,0.08,0.08,0.1,0.06,0.0,0.04,0.0,0.0,0.02,0.0,0.02,0.04,0.04,0.02,0.02,0.02,0.06,0.0,0.0,0.241071,0.0,0.0,0.0,0.017857,0.0,0.0,0.008929,0.0,0.017857,0.017857,0.008929,0.0,0.026786,0.0,0.089286,0.017857,0.017857,0.071429,0.035714,0.044643,0.035714,0.017857,0.0,0.017857,0.008929,0.026786,0.017857,0.008929,0.008929,0.017857,0.008929,0.026786,0.035714,0.080357,0.071429,0.0,0.02,0.02,0.0,0.0,0.08,0.02,0.1,0.02,0.0,0.04,0.02,0.04,0.06,0.04,0.06,0.04,0.08,0.0,0.02,0.0,0.0,0.0,0.0,0.02,0.04,0.0,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.18
Zone_DH178,0.01087,0.043478,0.043478,0.032609,0.021739,0.0,0.021739,0.0,0.032609,0.01087,0.032609,0.01087,0.021739,0.032609,0.032609,0.01087,0.032609,0.054348,0.054348,0.054348,0.043478,0.065217,0.054348,0.0,0.0,0.021739,0.021739,0.01087,0.043478,0.054348,0.032609,0.01087,0.01087,0.065217,0.01087,0.0,0.228571,0.0,0.0,0.004762,0.009524,0.004762,0.004762,0.014286,0.0,0.019048,0.014286,0.014286,0.004762,0.02381,0.028571,0.061905,0.014286,0.009524,0.061905,0.028571,0.038095,0.033333,0.014286,0.009524,0.02381,0.019048,0.019048,0.02381,0.028571,0.004762,0.014286,0.02381,0.02381,0.028571,0.07619,0.071429,0.01087,0.043478,0.021739,0.01087,0.0,0.043478,0.021739,0.065217,0.021739,0.021739,0.032609,0.01087,0.043478,0.043478,0.021739,0.065217,0.021739,0.054348,0.0,0.021739,0.01087,0.0,0.054348,0.01087,0.01087,0.021739,0.0,0.043478,0.021739,0.01087,0.0,0.0,0.0,0.01087,0.01087,0.021739,0.0,0.0,0.0,0.195652
Zone_DH179,0.05,0.021429,0.014286,0.05,0.028571,0.021429,0.014286,0.05,0.028571,0.021429,0.028571,0.007143,0.042857,0.042857,0.014286,0.014286,0.021429,0.035714,0.021429,0.021429,0.007143,0.064286,0.064286,0.007143,0.007143,0.014286,0.05,0.028571,0.042857,0.014286,0.035714,0.014286,0.014286,0.064286,0.014286,0.007143,0.230769,0.0,0.0,0.003205,0.0,0.003205,0.003205,0.022436,0.0,0.012821,0.00641,0.019231,0.016026,0.012821,0.041667,0.019231,0.038462,0.022436,0.054487,0.032051,0.028846,0.032051,0.022436,0.028846,0.028846,0.019231,0.012821,0.025641,0.028846,0.00641,0.012821,0.035256,0.035256,0.016026,0.057692,0.070513,0.028571,0.064286,0.021429,0.035714,0.035714,0.021429,0.042857,0.035714,0.0,0.035714,0.042857,0.035714,0.042857,0.042857,0.05,0.064286,0.021429,0.042857,0.021429,0.007143,0.014286,0.014286,0.05,0.014286,0.0,0.014286,0.0,0.014286,0.014286,0.014286,0.0,0.007143,0.014286,0.014286,0.0,0.007143,0.014286,0.0,0.0,0.1
Zone_DH180,0.045161,0.025806,0.032258,0.051613,0.019355,0.032258,0.006452,0.051613,0.019355,0.019355,0.025806,0.012903,0.045161,0.045161,0.0,0.019355,0.012903,0.03871,0.019355,0.025806,0.006452,0.03871,0.051613,0.006452,0.019355,0.019355,0.032258,0.032258,0.045161,0.019355,0.064516,0.019355,0.032258,0.051613,0.006452,0.006452,0.229672,0.0,0.0,0.002853,0.005706,0.002853,0.0,0.017118,0.002853,0.008559,0.005706,0.014265,0.022825,0.017118,0.03709,0.019971,0.039943,0.022825,0.059914,0.028531,0.028531,0.031384,0.019971,0.048502,0.019971,0.017118,0.011412,0.034237,0.017118,0.011412,0.014265,0.03709,0.034237,0.025678,0.042796,0.068474,0.032258,0.058065,0.025806,0.025806,0.032258,0.03871,0.032258,0.019355,0.012903,0.032258,0.032258,0.051613,0.051613,0.025806,0.03871,0.051613,0.025806,0.045161,0.025806,0.006452,0.025806,0.012903,0.03871,0.032258,0.006452,0.019355,0.019355,0.025806,0.006452,0.012903,0.006452,0.006452,0.012903,0.006452,0.0,0.0,0.012903,0.0,0.0,0.090323
Zone_DH181,0.05102,0.030612,0.030612,0.030612,0.0,0.030612,0.010204,0.05102,0.020408,0.010204,0.020408,0.010204,0.05102,0.061224,0.0,0.040816,0.010204,0.040816,0.030612,0.020408,0.010204,0.020408,0.020408,0.0,0.020408,0.010204,0.020408,0.040816,0.061224,0.010204,0.081633,0.020408,0.05102,0.05102,0.010204,0.020408,0.25,0.0,0.0,0.0,0.009615,0.0,0.0,0.014423,0.004808,0.004808,0.014423,0.024038,0.019231,0.014423,0.028846,0.014423,0.024038,0.028846,0.048077,0.038462,0.028846,0.028846,0.019231,0.057692,0.014423,0.009615,0.014423,0.038462,0.014423,0.024038,0.014423,0.038462,0.038462,0.028846,0.019231,0.072115,0.020408,0.05102,0.030612,0.020408,0.030612,0.061224,0.010204,0.020408,0.020408,0.030612,0.020408,0.061224,0.030612,0.020408,0.010204,0.061224,0.040816,0.061224,0.030612,0.020408,0.020408,0.010204,0.010204,0.030612,0.010204,0.010204,0.020408,0.030612,0.0,0.010204,0.010204,0.0,0.0,0.0,0.0,0.0,0.020408,0.0,0.0,0.163265
Zone_DH182,0.0,0.1,0.066667,0.0,0.0,0.0,0.0,0.0,0.033333,0.0,0.033333,0.0,0.0,0.033333,0.0,0.133333,0.0,0.1,0.066667,0.066667,0.033333,0.0,0.0,0.0,0.0,0.0,0.0,0.066667,0.033333,0.0,0.066667,0.033333,0.033333,0.033333,0.0,0.066667,0.290909,0.0,0.0,0.0,0.0,0.0,0.0,0.018182,0.0,0.0,0.036364,0.0,0.0,0.0,0.0,0.0,0.0,0.072727,0.036364,0.036364,0.054545,0.036364,0.036364,0.072727,0.0,0.0,0.018182,0.072727,0.018182,0.072727,0.018182,0.036364,0.0,0.036364,0.018182,0.018182,0.033333,0.0,0.033333,0.033333,0.033333,0.066667,0.0,0.033333,0.066667,0.033333,0.0,0.0,0.033333,0.0,0.0,0.0,0.033333,0.1,0.066667,0.033333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033333,0.0,0.0,0.0,0.0,0.0,0.033333,0.0,0.0,0.333333
Zone_DH183,0.021739,0.065217,0.043478,0.0,0.021739,0.0,0.021739,0.043478,0.0,0.0,0.021739,0.021739,0.0,0.043478,0.0,0.021739,0.0,0.065217,0.108696,0.043478,0.043478,0.0,0.021739,0.021739,0.021739,0.065217,0.021739,0.021739,0.021739,0.0,0.0,0.0,0.0,0.086957,0.021739,0.108696,0.237113,0.0,0.0,0.010309,0.0,0.0,0.0,0.0,0.020619,0.020619,0.010309,0.010309,0.020619,0.0,0.020619,0.030928,0.010309,0.092784,0.010309,0.030928,0.051546,0.041237,0.020619,0.030928,0.020619,0.041237,0.0,0.051546,0.030928,0.020619,0.0,0.0,0.030928,0.051546,0.041237,0.041237,0.021739,0.021739,0.0,0.086957,0.065217,0.065217,0.043478,0.021739,0.043478,0.0,0.043478,0.043478,0.021739,0.021739,0.043478,0.021739,0.043478,0.043478,0.0,0.021739,0.0,0.021739,0.0,0.0,0.021739,0.0,0.0,0.0,0.0,0.021739,0.021739,0.021739,0.0,0.0,0.021739,0.021739,0.0,0.0,0.0,0.173913
Zone_DH184,0.032787,0.04918,0.04918,0.0,0.016393,0.016393,0.016393,0.032787,0.016393,0.0,0.016393,0.016393,0.0,0.0,0.016393,0.04918,0.032787,0.04918,0.114754,0.04918,0.032787,0.0,0.016393,0.016393,0.016393,0.032787,0.032787,0.0,0.016393,0.0,0.016393,0.0,0.032787,0.114754,0.032787,0.065574,0.225092,0.0,0.0,0.00738,0.0,0.0,0.0,0.0,0.01476,0.01476,0.00738,0.00738,0.01476,0.0,0.02214,0.02952,0.0369,0.088561,0.066421,0.02952,0.073801,0.0369,0.01476,0.02214,0.00738,0.02952,0.00738,0.01476,0.02952,0.01476,0.0,0.0,0.0369,0.04428,0.0369,0.066421,0.032787,0.016393,0.016393,0.081967,0.065574,0.04918,0.032787,0.016393,0.032787,0.016393,0.04918,0.04918,0.04918,0.065574,0.032787,0.016393,0.016393,0.04918,0.0,0.016393,0.0,0.016393,0.0,0.016393,0.016393,0.0,0.0,0.0,0.016393,0.04918,0.0,0.016393,0.0,0.0,0.016393,0.016393,0.0,0.0,0.0,0.131148
Zone_DH185,0.030769,0.046154,0.076923,0.0,0.015385,0.015385,0.015385,0.015385,0.030769,0.0,0.0,0.046154,0.0,0.0,0.015385,0.046154,0.030769,0.030769,0.107692,0.030769,0.015385,0.0,0.015385,0.030769,0.030769,0.030769,0.030769,0.0,0.0,0.0,0.030769,0.0,0.046154,0.107692,0.046154,0.061538,0.236364,0.0,0.0,0.007273,0.0,0.0,0.0,0.0,0.021818,0.021818,0.007273,0.021818,0.007273,0.014545,0.029091,0.014545,0.050909,0.058182,0.065455,0.021818,0.08,0.029091,0.007273,0.014545,0.0,0.029091,0.014545,0.014545,0.021818,0.014545,0.007273,0.014545,0.029091,0.036364,0.021818,0.087273,0.030769,0.015385,0.015385,0.061538,0.061538,0.061538,0.046154,0.046154,0.030769,0.030769,0.046154,0.076923,0.046154,0.076923,0.015385,0.015385,0.030769,0.030769,0.0,0.015385,0.0,0.015385,0.0,0.015385,0.015385,0.0,0.0,0.0,0.030769,0.046154,0.0,0.030769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.092308
Zone_DH186,0.023256,0.046512,0.069767,0.0,0.0,0.0,0.0,0.0,0.0,0.023256,0.0,0.046512,0.023256,0.023256,0.0,0.023256,0.093023,0.069767,0.046512,0.023256,0.0,0.0,0.046512,0.023256,0.023256,0.023256,0.0,0.0,0.023256,0.0,0.093023,0.023256,0.069767,0.046512,0.069767,0.046512,0.222798,0.0,0.010363,0.010363,0.0,0.0,0.0,0.0,0.020725,0.031088,0.010363,0.020725,0.010363,0.031088,0.031088,0.010363,0.031088,0.051813,0.020725,0.010363,0.051813,0.031088,0.010363,0.0,0.041451,0.020725,0.010363,0.020725,0.0,0.010363,0.041451,0.041451,0.010363,0.031088,0.031088,0.124352,0.046512,0.023256,0.023256,0.0,0.069767,0.023256,0.023256,0.046512,0.0,0.046512,0.0,0.069767,0.0,0.023256,0.0,0.023256,0.023256,0.046512,0.023256,0.0,0.0,0.023256,0.023256,0.0,0.0,0.0,0.0,0.0,0.046512,0.023256,0.0,0.023256,0.0,0.023256,0.0,0.0,0.0,0.0,0.023256,0.302326
Zone_DH187,0.054054,0.027027,0.067568,0.013514,0.027027,0.0,0.0,0.013514,0.0,0.040541,0.013514,0.0,0.013514,0.027027,0.027027,0.027027,0.081081,0.067568,0.040541,0.040541,0.040541,0.0,0.040541,0.040541,0.013514,0.054054,0.0,0.0,0.013514,0.0,0.054054,0.013514,0.027027,0.027027,0.040541,0.054054,0.229814,0.0,0.012422,0.006211,0.0,0.006211,0.012422,0.0,0.018634,0.006211,0.006211,0.024845,0.012422,0.012422,0.024845,0.012422,0.031056,0.043478,0.043478,0.018634,0.068323,0.024845,0.037267,0.006211,0.024845,0.012422,0.012422,0.012422,0.018634,0.006211,0.024845,0.037267,0.012422,0.031056,0.043478,0.10559,0.027027,0.013514,0.013514,0.0,0.054054,0.040541,0.054054,0.040541,0.0,0.027027,0.040541,0.040541,0.027027,0.013514,0.013514,0.027027,0.027027,0.027027,0.027027,0.027027,0.013514,0.027027,0.013514,0.0,0.0,0.0,0.013514,0.013514,0.027027,0.0,0.013514,0.013514,0.0,0.013514,0.013514,0.0,0.0,0.0,0.013514,0.283784
Zone_DH188,0.057377,0.057377,0.090164,0.057377,0.032787,0.0,0.008197,0.016393,0.0,0.02459,0.008197,0.016393,0.008197,0.032787,0.032787,0.02459,0.032787,0.057377,0.040984,0.040984,0.07377,0.032787,0.07377,0.016393,0.008197,0.032787,0.008197,0.016393,0.0,0.0,0.008197,0.0,0.016393,0.016393,0.016393,0.040984,0.230216,0.0,0.003597,0.010791,0.0,0.007194,0.007194,0.003597,0.003597,0.0,0.007194,0.02518,0.007194,0.017986,0.014388,0.028777,0.043165,0.068345,0.053957,0.068345,0.039568,0.014388,0.021583,0.010791,0.010791,0.021583,0.010791,0.003597,0.017986,0.010791,0.014388,0.032374,0.02518,0.02518,0.043165,0.097122,0.032787,0.008197,0.040984,0.016393,0.065574,0.040984,0.081967,0.081967,0.040984,0.008197,0.057377,0.032787,0.032787,0.008197,0.016393,0.008197,0.02459,0.032787,0.016393,0.02459,0.032787,0.008197,0.016393,0.016393,0.016393,0.016393,0.02459,0.016393,0.008197,0.0,0.008197,0.008197,0.0,0.0,0.008197,0.0,0.0,0.0,0.008197,0.139344
Zone_DH189,0.044164,0.056782,0.07571,0.07571,0.044164,0.006309,0.018927,0.018927,0.006309,0.0,0.006309,0.006309,0.006309,0.018927,0.053628,0.0,0.025237,0.037855,0.050473,0.056782,0.07571,0.044164,0.050473,0.018927,0.012618,0.018927,0.006309,0.018927,0.0,0.006309,0.012618,0.006309,0.07571,0.006309,0.006309,0.031546,0.242204,0.0,0.0,0.008702,0.002901,0.005801,0.002901,0.002901,0.005801,0.002901,0.017404,0.023205,0.005801,0.020305,0.013053,0.026106,0.034808,0.079768,0.073967,0.058013,0.029007,0.010152,0.017404,0.008702,0.005801,0.020305,0.005801,0.017404,0.008702,0.014503,0.014503,0.014503,0.023205,0.04351,0.037708,0.102248,0.050473,0.025237,0.063091,0.031546,0.069401,0.091483,0.119874,0.050473,0.056782,0.012618,0.056782,0.037855,0.031546,0.009464,0.012618,0.018927,0.031546,0.012618,0.022082,0.018927,0.031546,0.006309,0.006309,0.012618,0.012618,0.012618,0.012618,0.012618,0.006309,0.0,0.006309,0.006309,0.0,0.0,0.006309,0.006309,0.0,0.0,0.0,0.037855
Zone_DH190,0.005435,0.027174,0.01087,0.032609,0.027174,0.005435,0.01087,0.01087,0.005435,0.01087,0.0,0.005435,0.0,0.005435,0.279891,0.0,0.021739,0.016304,0.021739,0.027174,0.032609,0.016304,0.005435,0.005435,0.005435,0.005435,0.0,0.005435,0.0,0.005435,0.01087,0.005435,0.309783,0.046196,0.0,0.021739,0.21644,0.0,0.004731,0.004731,0.002365,0.002365,0.0,0.009462,0.002365,0.002365,0.016558,0.007096,0.002365,0.004731,0.009462,0.014193,0.008279,0.171496,0.166174,0.017741,0.016558,0.004731,0.002365,0.009462,0.004731,0.014193,0.004731,0.009462,0.007096,0.007096,0.011827,0.007096,0.007096,0.028386,0.018924,0.183323,0.078804,0.024457,0.065217,0.046196,0.095109,0.133152,0.07337,0.005435,0.070652,0.032609,0.048913,0.038043,0.027174,0.043478,0.019022,0.016304,0.016304,0.005435,0.029891,0.005435,0.032609,0.005435,0.016304,0.01087,0.016304,0.005435,0.0,0.005435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005435,0.0,0.027174
