zone_id,density,transitivity,avg_clustering_coef,avg_degree,n_scc,n_wcc,gscc_pct,gwcc_pct,wcc_fragmentation,orientation_entropy,path_length_p90_norm,mean_in_degree_centrality,mean_out_degree_centrality,hub_dominance_ratio,mean_closeness_centrality,mean_betweenness_centrality,betweenness_gini,mean_katz_centrality,mean_pagerank,mean_local_clustering,mean_strength_norm,global_efficiency,local_efficiency
Zone_DH009,0.5109858501184559,0.2211809867101756,0.25764964054430145,0.030902926005657805,0.0674298248085347,0.01946374456847149,0.2544585456210492,0.2517294967285095,0.02697763847914389,-0.2812759515074829,-0.025848020573122354,0.1830456944650088,0.1830456944650088,-0.10025379275683258,0.1671692077098616,0.05279896657076488,0.03695490947033653,0.1178218264103359,0.15383383267780354,0.31143959098516844,0.20012584485589685,0.13764791445030689,0.30916224837538175
Zone_DH010,0.17150911424453624,0.311514429371397,0.24458074629328977,-0.007941348018007166,0.041217464412782706,0.021097651669594653,0.20995430849384356,0.19959722152317272,0.028216229344371457,-0.1384036555760494,0.08197926829466634,0.03381818384062152,0.03381818384062152,-0.12129296341107987,0.0077185167680074995,0.08416645282522373,0.08246624586696905,0.0307185620859447,0.028251467232161237,0.3031972491244846,0.042071897710182826,0.015571234697863812,0.3008330047548059
Zone_DH011,0.2265633402592107,0.20917002016128539,0.01851588357112746,-0.14817168097828592,0.08710510169958399,0.08068136979299152,0.13349900401890358,0.11572508658553504,0.19991268734726098,-0.008738673503637884,0.0070368383894079956,0.11706455273541522,0.11706455273541522,0.21892765944412562,0.0995429332160147,0.11954969732612897,0.11732275927256275,0.10403655240118204,0.12151306720348873,0.055806659471808406,0.12981810488982798,0.09350517023343702,0.053651077720756335
Zone_DH012,0.27265122260465596,-0.26908318388006347,-0.20545914995553882,-0.04088121839061848,0.06322476322853168,0.038785846516679406,-0.2722793950690856,-0.3372042792251281,0.08114471678579557,-0.06382405351074483,-0.25974861143335504,0.40110270120256397,0.40110270120256397,-0.12331080673247652,0.38938614559726553,0.07328840329842368,-0.14109026172018824,0.26299233772005864,0.3178074426792612,-0.2369105105607981,0.4255359789231645,0.3423456280953804,-0.23917368159417654
Zone_DH013,0.19198576853236,0.1648865692296146,0.20228825997058608,0.12868056481570267,0.012383329067300677,-0.024779447223125646,0.25427991505189007,0.24854834042873808,-0.0601605210012274,-0.07408749310431861,-0.019708419501927643,0.02274572508665873,0.02274572508665873,0.04940702895727306,0.0407821137049908,-0.0340436440016732,-0.20617141693252006,0.006781640273490153,0.0020777060287183458,0.2324674719586714,0.030975721781459686,0.03145710692932374,0.23006502806478613
Zone_DH014,0.09650631393848702,0.17040550504648327,0.06248338638584244,0.03470935095184957,0.01849238466253103,0.002832545992457386,0.1099982157893965,0.0868523426967387,-0.010594547404670113,-0.0040846149513984464,-0.05648975053708205,0.01729040493717568,0.01729040493717568,-0.16274279856276638,0.021913299784434792,0.02728297376247585,-0.020133581204079598,0.017205395126509315,0.005429370924972532,0.1100205247602517,0.024668616127489607,0.016537140706326003,0.10772229205983364
Zone_DH015,-0.029170225402558647,0.12306636020791431,0.06845336339764818,-0.034891808742853136,-0.004607348796013287,-0.031493335734231326,0.1716821227784111,0.20172895241166444,-0.052354977111210954,0.012066365864449757,0.0007643495724074523,-0.06348350104748719,-0.06348350104748719,0.13037912069301688,-0.045314255114370594,-0.05762164668714953,0.021574153843757715,-0.047077968433460404,-0.05323378066167403,0.08034360701348572,-0.06804269073722607,-0.04657339456560222,0.09793943101395247
Zone_DH016,-0.07388149519158202,-0.06484791901907075,-0.11805862917118568,-0.1082002112237988,0.0060261855519951335,-0.016004479047847422,0.05193315515681385,0.17518508096124086,-0.03737129852126078,-0.013297613568462707,0.01405653165744164,-0.07617708337158265,-0.07617708337158265,0.16735967188014256,-0.07037876661937698,-0.10081997115976188,0.022602435665234344,-0.05951738721483729,-0.061714097800261755,-0.13407451327470682,-0.08384704044312076,-0.043359161659625944,-0.12724566401842308
Zone_DH017,-0.07910281431926772,0.07727761868973954,0.0853727367135744,-0.06859672837830777,-0.00011042676582555255,-0.036696384407699914,0.14109430569973913,0.14219727143649274,-0.04751938168533877,0.025862736270317987,0.17250853675180744,-0.07141644437589857,-0.07141644437589857,0.10183784853956601,-0.10338434511544539,-0.0026393544140219105,-0.019089233219293456,-0.06317574140847934,-0.06172214094189556,0.10415533927556936,-0.07886096789673505,-0.0793863861860448,0.10908397086474131
Zone_DH018,-0.07763636100731003,0.13076712469149718,0.14930189792514081,-0.04709885152347881,0.11193672002403735,-0.04119727004602021,-0.22923953417123866,0.007680523507098247,-0.04864881856988111,0.07132991620702023,0.07922028504086798,-0.061857350356060006,-0.061857350356060006,0.06936169991157254,-0.10813183064697197,-0.0925640180285448,-0.04355046969029408,-0.05021793549705611,-0.055006564587061185,0.13383673022168172,-0.06774892277298451,-0.06934680079376579,0.13196162840023942
Zone_DH019,-0.072799151075984,0.08739416775806869,0.11162936153787553,-0.0033042994906867795,0.08203054569993032,-0.18061873988535548,-0.336889452816379,0.1792377248386816,-0.09050694878968579,-0.01982557623968828,0.08577646277609485,-0.06364144875814613,-0.06364144875814613,0.050985340323455974,-0.12359235262918995,-0.15130032234125124,0.08899757240786199,-0.06651659156252998,-0.05643877956754018,0.12031615176243243,-0.07108969000040515,-0.07921603909400554,0.11855292120877109
Zone_DH020,-0.06369209699704831,-0.03707158850362646,-0.037859589659063705,-0.0028817838147719987,-0.004026275718076455,-0.16404574755421472,0.07890087595190676,0.15141501990104778,-0.06599260296486284,-0.14459431395476885,0.03413652642080753,-0.0513601025516426,-0.0513601025516426,0.021385856596053632,-0.06219634158143403,-0.07315291508678959,0.010906992449939756,-0.05803100967079221,-0.0456994406110931,-0.044506967897868566,-0.05782000314255636,-0.0568740215114385,-0.046001091355557105
Zone_DH021,-0.06162496034917235,0.022943986973631564,0.027435952003768332,0.01622826957278556,-0.025628938229447118,-0.12718752961235982,0.12996522015322476,0.1437774491945657,-0.05548885531550646,-0.1478447185342946,0.054649765858167304,-0.049601914687262036,-0.049601914687262036,0.001175777891214036,-0.0621208701778599,-0.05992875666838243,-0.14889555559288303,-0.05672312147017909,-0.044693060835474,0.029591982802535888,-0.055921471921060555,-0.04156419976125014,0.0279736538836656
Zone_DH022,-0.053258410763951505,-0.01877623004370399,-0.0008109146713306814,0.06361949773719056,0.021748290967575995,-0.17484894263241021,0.0649845158713247,0.1416388247486473,-0.05971215526293292,-0.09131046851898095,0.26667239893122874,-0.04297731090644932,-0.04297731090644932,-0.037255926836149034,-0.0904228773629023,-0.003752012981344366,-0.08228133373271396,-0.052291538476049046,-0.03945553796584103,-0.0029712300779796974,-0.04864169681917316,-0.06710092987230455,-0.004451309855709962
Zone_DH023,-0.05495743674009268,0.011585695315014105,0.0317203262592346,0.07949198624743703,0.06594891228941191,-0.1323808014907615,-0.05168329536798899,0.07611145921995932,-0.05305574268086968,-0.05048874898676248,0.03645724425360644,-0.043026553937805606,-0.043026553937805606,-0.05591794614201068,-0.060010083215230214,-0.07530775835741674,-0.06903518820454979,-0.050203413209947645,-0.04049881337007727,0.044532027722295975,-0.04832638212658753,-0.054837437089722524,0.04293746773647644
