zone_id,density,transitivity,avg_clustering_coef,avg_degree,n_scc,n_wcc,gscc_pct,gwcc_pct,wcc_fragmentation,orientation_entropy,path_length_p90_norm,mean_in_degree_centrality,mean_out_degree_centrality,hub_dominance_ratio,mean_closeness_centrality,mean_betweenness_centrality,betweenness_gini,mean_katz_centrality,mean_pagerank,mean_local_clustering,mean_strength_norm,global_efficiency,local_efficiency,uffm_bearing_entropy,uffm_angle_entropy,uffm_length_entropy,uffm_dominant_bearing_deg,uffm_angle_p90,uffm_angle_p180,uffm_median_length_m
Zone_DH163,0.0276626174484494,0.2459150326797385,0.1978827361563517,0.7860466950623125,0.0980392156862745,0.1666666666666666,0.8725117096018737,0.8725117096018737,0.029520295202952,0.8019627254336503,0.1699691765741963,0.025784114980753,0.025784114980753,0.3556043687839404,0.1229004613386285,0.0921295033700485,0.695710455764075,0.1019258430557775,0.0221163370563923,0.1711580480699198,0.0274193548387096,0.1202469027710896,0.173873447233252,0.7659511575383496,0.7491029218117047,0.6914618975774443,1.0,0.48133683680080636,0.7613895086744684,0.14285714285714285
Zone_DH164,0.0076488585549541,0.343954248366013,0.273615635179153,0.8159410001577535,0.392156862745098,0.5,0.9651639344262296,0.9701405152224826,0.031160311603116,0.866095639822666,0.1475750141536138,0.0067117660903962,0.0067117660903962,0.3254011837207884,0.0447155078457426,0.0324426312537916,0.8981233243967828,0.0335402127395095,0.005243023533832,0.2367079388201019,0.007258064516129,0.0413284886690306,0.237106116352774,0.8660591882799217,0.81577648564803,0.24059704953618183,1.0,0.4279209560146858,0.6949364783024453,0.047619047619047596
Zone_DH165,0.0033401524340568,0.2712418300653595,0.2206840390879478,0.704527528001262,0.4509803921568627,0.3,0.8889051522248244,0.8972482435597191,0.011070110701107,0.8691946799810614,0.0111341762596715,0.003333105558466,0.003333105558466,0.8940752944047837,0.045607578494752,0.0118939617411824,0.7546916890080428,0.0196579830589739,0.0028349899238309,0.1879096868171886,0.0040322580645161,0.0418742430212027,0.1892827219409129,0.8829574659397469,0.870778454448533,0.18629632894040102,0.0,0.3669693635138887,0.6150163926961432,0.047619047619047596
Zone_DH166,0.0038017995184387,0.2785947712418301,0.2149837133550488,0.558487143082505,0.7058823529411765,0.5333333333333333,0.9413056206088994,0.9676522248243564,0.026240262402624,0.9008307149313476,0.1117820972510536,0.0033786605319302,0.0033786605319302,0.2280798096284093,0.0312112751758013,0.0232090877214464,0.6890080428954422,0.0232317582085841,0.0034327287631929,0.1849963583394027,0.0040322580645161,0.0395890790760116,0.1877745801610142,0.9074466202861273,0.8501965395579898,0.3062085142860219,0.0,0.4023237039398583,0.6046628113473885,0.047619047619047596
Zone_DH167,0.0023353911327552,0.2524509803921568,0.1840390879478827,0.6161855182205395,0.6666666666666666,0.5666666666666667,0.9623829039812648,0.9800936768149884,0.022140221402214,0.903413248396677,0.0303201861986538,0.0020575663014676,0.0020575663014676,0.4515223625602539,0.0390159602263395,0.0053931908877893,0.8281501340482573,0.0138467139026512,0.0019298425385114,0.166788055353241,0.0024193548387096,0.0375928439054998,0.1678918800772285,0.9054610826244188,0.7965931215208751,0.21736926154409028,0.4857142857142857,0.45617151907195824,0.6572503528983198,0.047619047619047596
Zone_DH168,0.0018194326266813,0.2181372549019608,0.1571661237785016,0.6116106641426093,0.6274509803921569,0.6,0.9625292740046838,0.9844847775175644,0.021730217302173,0.893599621228425,0.1205258853871799,0.0015868315756706,0.0015868315756706,0.4553664042955642,0.0175353468997745,0.0129458844220825,0.8514745308310993,0.010978814838492,0.0015199644772346,0.1420247632920611,0.0024193548387096,0.0192268966422974,0.1417726130195621,0.90605174066558,0.7874677092720659,0.20069584374505067,0.4857142857142857,0.458817116941082,0.6400778653066799,0.0
Zone_DH169,0.0038380071329,0.2352941176470588,0.1824104234527687,0.6811405584477045,0.5686274509803921,0.4666666666666667,0.8274297423887588,0.9866803278688524,0.020910209102091,0.8358369560538887,0.187771277599547,0.0032951430805791,0.0032951430805791,0.4097260357556898,0.0096821391779512,0.0242498789454057,0.8538873994638068,0.0196890593646227,0.0028520681763841,0.1646030589949016,0.0040322580645161,0.0196763414029097,0.1647007394994718,0.8568878236741373,0.7884059298500625,0.24147079601135,1.0,0.4797685037588572,0.6228256909976777,0.047619047619047596
Zone_DH170,0.0046617303618951,0.2197712418300653,0.1783387622149837,0.7219987379712888,0.4117647058823529,0.4666666666666667,0.9487704918032788,0.9743852459016392,0.022550225502255,0.7789351353677957,0.2062653330817135,0.0040923551162031,0.0040923551162031,0.139605833180792,0.0215440660505531,0.0317190865526434,0.746112600536193,0.0230541793191625,0.0033985722580865,0.1624180626365622,0.0048387096774193,0.0245764566825723,0.1622454555389603,0.8018130009477703,0.7967381000206543,0.26875830810077755,0.0,0.4648307742937359,0.6066208278311555,0.047619047619047596
Zone_DH171,0.0063634882415772,0.2058823529411765,0.1799674267100977,0.6632355261082189,0.6274509803921569,0.4666666666666667,0.9458430913348947,0.9724824355971896,0.028290282902829,0.6239400852236042,0.1694030320186197,0.0055804842493679,0.0055804842493679,0.1682836048569162,0.0348206154167724,0.0309844103945544,0.6630026809651474,0.0321906131799051,0.0050039279980872,0.1646030589949016,0.0064516129032258,0.0460885172700608,0.1644093111362063,0.6359991630489642,0.6498682123720148,0.43125044177154864,0.0,0.6188873576930594,0.7317858931742635,0.047619047619047596
Zone_DH172,0.0121114470373119,0.2867647058823529,0.2557003257328989,0.6739233317557973,0.8235294117647058,0.4333333333333333,0.9336943793911008,0.9762880562060888,0.040590405904059,0.6205397494942538,0.2199786123167892,0.0105156063746592,0.0105156063746592,0.1622429678442858,0.0459360396542199,0.0573548318871715,0.7332439678284182,0.0540461349954717,0.0094271954093657,0.2265112891478514,0.0112903225806451,0.0745290315049103,0.2262795526574623,0.6450774212686471,0.5800642570430381,0.509687895323222,0.0,0.6381521437312957,0.8547652656982834,0.047619047619047596
